Time,Bus Voltage,Battery Voltage,Current,Power,Temperature,Humidity
454.22,3.6,3.54,520.3,1872.0,22.3,28.1
456.23,3.6,3.54,519.4,1868.0,22.3,27.8
458.24,3.6,3.55,519.4,1868.0,22.3,27.9
460.25,3.6,3.55,520.1,1868.0,22.3,27.8
462.26,3.6,3.54,519.9,1872.0,22.3,27.7
464.27,3.6,3.55,520.1,1872.0,22.3,28.0
466.27,3.6,3.55,520.2,1874.0,22.3,27.9
468.28,3.6,3.55,520.1,1872.0,22.3,28.1
470.3,3.6,3.55,519.9,1872.0,22.3,28.1
472.3,3.6,3.55,520.2,1872.0,22.3,27.9
474.31,3.6,3.55,519.8,1874.0,22.3,28.2
476.32,3.6,3.55,519.5,1872.0,22.3,27.7
478.33,3.6,3.55,519.7,1874.0,22.3,27.9
480.34,3.6,3.55,519.6,1874.0,22.3,27.8
482.35,3.61,3.56,520.0,1874.0,22.3,27.8
484.36,3.61,3.56,520.0,1874.0,22.3,28.0
486.37,3.6,3.55,519.7,1874.0,22.3,27.9
488.38,3.61,3.56,519.8,1874.0,22.3,28.2
490.39,3.61,3.56,519.1,1874.0,22.3,28.2
492.4,3.61,3.56,520.0,1878.0,22.3,27.8
494.41,3.61,3.56,519.8,1878.0,22.3,27.9
496.42,3.61,3.56,520.1,1878.0,22.3,27.8
498.43,3.61,3.56,519.7,1874.0,22.4,28.1
500.44,3.61,3.56,519.4,1878.0,22.3,27.9
502.45,3.62,3.56,519.5,1878.0,22.3,28.1
504.46,3.61,3.56,520.0,1878.0,22.3,28.0
506.47,3.62,3.56,519.8,1880.0,22.3,28.0
508.48,3.62,3.56,520.2,1880.0,22.3,28.0
510.49,3.62,3.56,520.5,1880.0,22.3,28.0
512.5,3.62,3.56,520.4,1880.0,22.3,27.8
514.5,3.62,3.56,519.6,1880.0,22.3,28.1
516.51,3.62,3.56,519.9,1880.0,22.3,28.0
518.52,3.62,3.57,520.0,1880.0,22.3,28.1
520.53,3.62,3.57,519.5,1880.0,22.3,28.1
522.54,3.62,3.57,519.2,1880.0,22.3,27.9
524.55,3.62,3.57,519.7,1880.0,22.3,27.7
526.56,3.62,3.57,520.2,1884.0,22.3,28.1
528.57,3.62,3.57,519.6,1884.0,22.3,28.1
530.58,3.62,3.57,519.7,1884.0,22.3,27.9
532.59,3.62,3.57,519.4,1880.0,22.3,27.7
534.6,3.62,3.57,519.6,1884.0,22.3,27.8
536.61,3.62,3.57,519.7,1884.0,22.3,27.7
538.62,3.62,3.57,519.8,1884.0,22.3,27.9
540.63,3.62,3.57,519.4,1884.0,22.3,27.9
542.64,3.62,3.57,520.1,1884.0,22.3,28.1
544.65,3.63,3.58,519.7,1884.0,22.3,28.0
546.66,3.62,3.57,519.8,1884.0,22.3,27.8
548.67,3.63,3.58,519.6,1884.0,22.3,27.7
550.68,3.63,3.58,519.4,1884.0,22.3,28.2
552.69,3.63,3.58,520.4,1888.0,22.3,27.9
554.7,3.63,3.58,520.3,1890.0,22.3,27.9
556.71,3.63,3.58,520.1,1890.0,22.3,27.9
558.72,3.63,3.58,519.8,1890.0,22.3,27.9
560.73,3.63,3.58,520.1,1888.0,22.3,27.9
562.73,3.63,3.58,519.4,1888.0,22.3,27.9
564.75,3.64,3.58,520.0,1888.0,22.3,27.8
566.76,3.63,3.58,519.9,1890.0,22.3,27.8
568.76,3.64,3.58,519.8,1890.0,22.3,27.7
570.77,3.64,3.58,520.1,1890.0,22.3,27.9
572.78,3.64,3.59,520.0,1890.0,22.3,27.9
574.79,3.64,3.58,519.6,1890.0,22.3,27.9
576.8,3.64,3.58,519.4,1888.0,22.3,27.9
578.81,3.64,3.59,519.3,1888.0,22.3,28.0
580.82,3.64,3.59,519.8,1890.0,22.3,27.7
582.83,3.64,3.58,518.8,1890.0,22.3,28.0
584.84,3.64,3.59,519.4,1890.0,22.3,27.7
586.85,3.64,3.59,520.0,1894.0,22.3,27.9
588.86,3.64,3.59,519.8,1890.0,22.3,28.0
590.87,3.64,3.59,519.8,1890.0,22.3,28.1
592.88,3.64,3.59,519.4,1894.0,22.3,28.0
594.89,3.64,3.59,520.3,1898.0,22.3,28.0
596.9,3.64,3.59,519.6,1890.0,22.3,28.0
598.91,3.64,3.59,519.7,1894.0,22.3,28.0
600.92,3.65,3.6,519.6,1894.0,22.3,28.0
602.93,3.64,3.59,519.0,1890.0,22.3,28.0
604.94,3.64,3.59,519.5,1890.0,22.3,28.1
606.95,3.64,3.59,519.8,1894.0,22.3,28.1
608.95,3.65,3.6,518.9,1890.0,22.3,27.9
610.96,3.64,3.59,519.2,1894.0,22.3,28.0
612.97,3.65,3.6,519.7,1898.0,22.3,28.0
614.98,3.65,3.6,519.6,1894.0,22.3,27.9
616.99,3.65,3.6,519.6,1898.0,22.3,27.6
619.0,3.65,3.6,518.7,1898.0,22.3,28.0
621.01,3.65,3.6,519.6,1894.0,22.3,27.9
623.02,3.65,3.6,519.6,1894.0,22.3,27.9
625.03,3.65,3.6,519.7,1900.0,22.3,28.1
627.04,3.65,3.6,519.0,1894.0,22.3,28.0
629.05,3.65,3.6,519.3,1898.0,22.3,27.8
631.06,3.65,3.6,519.3,1898.0,22.3,27.8
633.07,3.65,3.6,519.6,1898.0,22.3,28.1
635.08,3.65,3.6,519.9,1898.0,22.3,27.8
637.09,3.65,3.6,519.8,1898.0,22.3,27.9
639.1,3.66,3.6,519.6,1900.0,22.3,28.2
641.1,3.66,3.6,519.3,1898.0,22.3,27.6
643.11,3.66,3.6,519.3,1898.0,22.3,27.9
645.13,3.66,3.6,519.6,1900.0,22.3,27.6
647.14,3.66,3.6,519.5,1900.0,22.3,27.7
649.14,3.66,3.6,519.7,1900.0,22.3,27.6
651.15,3.66,3.61,519.2,1898.0,22.3,28.0
653.16,3.66,3.61,519.2,1904.0,22.3,28.1
655.17,3.66,3.61,518.9,1900.0,22.3,27.9
657.18,3.66,3.61,519.3,1898.0,22.3,27.8
659.19,3.66,3.61,519.6,1900.0,22.3,27.6
661.2,3.66,3.6,519.3,1900.0,22.3,27.9
663.21,3.66,3.61,519.4,1904.0,22.3,27.8
665.22,3.66,3.61,519.5,1904.0,22.3,27.9
667.23,3.66,3.61,519.8,1904.0,22.3,27.7
669.24,3.66,3.61,519.4,1900.0,22.3,27.8
671.25,3.66,3.61,519.5,1904.0,22.3,27.7
673.26,3.66,3.61,519.8,1904.0,22.3,27.7
675.27,3.66,3.61,519.1,1900.0,22.3,27.6
677.28,3.67,3.62,519.5,1908.0,22.3,27.8
679.29,3.66,3.61,519.6,1904.0,22.3,27.7
681.3,3.66,3.61,519.6,1900.0,22.3,27.9
683.31,3.67,3.62,519.5,1908.0,22.3,28.0
685.32,3.67,3.62,519.0,1904.0,22.3,27.9
687.33,3.67,3.62,519.3,1904.0,22.3,27.9
689.34,3.67,3.62,518.8,1904.0,22.3,27.9
691.34,3.67,3.62,519.4,1908.0,22.3,27.9
693.35,3.67,3.62,519.3,1904.0,22.3,27.7
695.36,3.67,3.62,519.2,1904.0,22.3,27.7
697.37,3.67,3.62,519.9,1904.0,22.3,27.8
699.38,3.67,3.62,519.6,1908.0,22.3,28.0
701.39,3.67,3.62,519.7,1908.0,22.3,27.9
703.4,3.67,3.62,519.2,1908.0,22.3,27.9
705.41,3.67,3.62,519.6,1908.0,22.3,27.8
707.42,3.68,3.62,519.4,1910.0,22.3,28.0
709.43,3.68,3.62,519.3,1908.0,22.3,27.8
711.44,3.67,3.62,519.3,1904.0,22.3,27.7
713.45,3.68,3.62,519.0,1908.0,22.3,27.8
715.46,3.67,3.62,519.7,1910.0,22.3,27.8
717.47,3.67,3.62,519.1,1908.0,22.3,27.8
719.48,3.67,3.62,518.9,1908.0,22.3,27.7
721.49,3.68,3.62,518.9,1908.0,22.3,27.9
723.5,3.68,3.62,519.3,1910.0,22.3,27.6
725.51,3.68,3.62,518.4,1908.0,22.3,27.6
727.52,3.68,3.62,519.7,1910.0,22.3,28.1
729.53,3.68,3.62,518.9,1910.0,22.3,28.1
731.54,3.68,3.62,519.1,1908.0,22.3,28.1
733.54,3.68,3.62,519.3,1910.0,22.3,28.2
735.55,3.68,3.63,518.7,1910.0,22.3,28.2
737.56,3.68,3.62,518.8,1910.0,22.3,27.7
739.57,3.68,3.62,519.0,1910.0,22.3,27.9
741.58,3.68,3.63,518.9,1908.0,22.3,27.6
743.59,3.68,3.63,518.9,1910.0,22.3,27.6
745.6,3.68,3.63,519.3,1910.0,22.3,27.7
747.61,3.68,3.63,518.9,1910.0,22.3,27.6
749.62,3.68,3.63,518.9,1914.0,22.3,27.8
751.63,3.68,3.63,519.4,1910.0,22.3,27.8
753.64,3.68,3.63,519.3,1910.0,22.3,28.0
755.65,3.68,3.63,519.3,1910.0,22.3,27.9
757.66,3.68,3.63,519.4,1910.0,22.3,27.8
759.67,3.68,3.63,519.1,1914.0,22.3,27.8
761.68,3.68,3.63,519.3,1914.0,22.3,27.9
763.69,3.68,3.63,519.0,1914.0,22.3,27.9
765.7,3.69,3.64,519.0,1910.0,22.3,27.7
767.71,3.68,3.63,519.1,1910.0,22.3,27.8
769.72,3.68,3.63,518.9,1910.0,22.3,27.8
771.73,3.68,3.63,519.0,1910.0,22.3,27.9
773.74,3.69,3.64,519.0,1914.0,22.3,28.0
775.75,3.69,3.64,519.6,1914.0,22.3,27.8
777.76,3.69,3.64,519.6,1914.0,22.3,27.8
1024.93,3.71,3.66,518.3,1924.0,22.3,27.8
1026.94,3.7,3.65,518.8,1920.0,22.3,27.6
1028.95,3.7,3.65,518.7,1920.0,22.3,28.0
1030.96,3.71,3.66,518.8,1920.0,22.3,27.5
1032.97,3.7,3.65,518.3,1920.0,22.3,27.7
1034.98,3.7,3.65,518.6,1924.0,22.3,27.5
1036.99,3.7,3.65,519.0,1924.0,22.3,27.7
1039.0,3.7,3.65,519.0,1924.0,22.3,27.8
1041.01,3.71,3.66,519.5,1926.0,22.3,27.8
1043.02,3.71,3.66,519.2,1924.0,22.3,27.7
1045.03,3.71,3.66,519.0,1924.0,22.3,27.8
1047.04,3.7,3.65,518.7,1920.0,22.3,27.8
1049.05,3.71,3.66,519.7,1926.0,22.3,27.8
1051.06,3.7,3.65,518.9,1924.0,22.3,27.8
1053.07,3.7,3.65,519.3,1926.0,22.3,27.8
1055.08,3.7,3.65,519.2,1924.0,22.3,27.8
1057.09,3.71,3.66,518.9,1924.0,22.3,27.8
1059.1,3.71,3.66,519.2,1924.0,22.3,27.8
1061.11,3.71,3.66,519.0,1926.0,22.3,27.9
1063.11,3.71,3.66,519.0,1924.0,22.3,27.8
1065.13,3.71,3.66,518.7,1920.0,22.3,27.8
1067.14,3.71,3.66,519.2,1926.0,22.3,27.8
1069.15,3.71,3.66,518.8,1924.0,22.3,27.8
1071.15,3.71,3.66,519.4,1926.0,22.3,27.8
1073.16,3.71,3.66,519.1,1926.0,22.3,27.8
1075.17,3.71,3.66,518.9,1924.0,22.3,27.7
1304.27,3.72,3.66,517.9,1924.0,22.3,27.9
1306.28,3.72,3.66,518.1,1926.0,22.3,27.4
1308.29,3.72,3.66,518.8,1926.0,22.3,27.7
1310.3,3.71,3.66,518.2,1924.0,22.3,28.0
1312.31,3.72,3.66,518.2,1926.0,22.3,27.6
1314.32,3.72,3.66,518.6,1930.0,22.3,27.7
1316.33,3.72,3.66,518.8,1926.0,22.3,27.8
1318.34,3.72,3.66,518.6,1926.0,22.3,27.8
1320.35,3.72,3.66,519.3,1930.0,22.3,27.8
1322.36,3.72,3.66,518.8,1926.0,22.3,27.8
1324.37,3.72,3.67,518.8,1930.0,22.3,27.8
1326.38,3.72,3.66,519.2,1926.0,22.3,27.8
1328.39,3.72,3.66,519.3,1930.0,22.3,27.8
1330.4,3.72,3.66,518.6,1926.0,22.3,27.9
1332.41,3.72,3.66,519.1,1930.0,22.3,27.8
1334.41,3.72,3.66,518.9,1930.0,22.3,27.8
1336.42,3.72,3.66,519.0,1930.0,22.3,27.7
1338.43,3.72,3.66,518.9,1926.0,22.3,27.7
1340.44,3.72,3.66,518.8,1930.0,22.3,27.8
1342.45,3.72,3.66,519.0,1930.0,22.3,27.8
1344.46,3.72,3.66,518.9,1926.0,22.3,27.8
1346.47,3.72,3.66,519.4,1930.0,22.3,27.8
1348.48,3.72,3.66,518.7,1926.0,22.3,27.8
1350.49,3.72,3.66,519.3,1926.0,22.3,27.8
1352.5,3.72,3.66,519.4,1930.0,22.3,27.9
1354.51,3.72,3.67,518.9,1930.0,22.3,27.8
1356.52,3.72,3.66,519.2,1930.0,22.3,27.8
1358.53,3.72,3.66,519.0,1930.0,22.3,27.9
1581.6,3.73,3.68,519.5,1936.0,22.3,27.8
1583.61,3.73,3.68,518.8,1930.0,22.3,27.8
1585.62,3.73,3.68,518.0,1930.0,22.3,27.5
1587.63,3.72,3.67,518.2,1934.0,22.3,27.4
1589.64,3.73,3.68,518.5,1934.0,22.3,27.5
1591.65,3.72,3.67,518.8,1936.0,22.3,27.6
1593.66,3.73,3.68,519.0,1936.0,22.3,27.7
1595.67,3.73,3.68,519.3,1936.0,22.3,27.8
1597.67,3.73,3.68,519.4,1936.0,22.3,27.8
1599.69,3.73,3.68,519.3,1936.0,22.3,27.7
1601.69,3.73,3.68,518.6,1934.0,22.3,27.8
1603.7,3.73,3.68,519.5,1934.0,22.3,27.8
1605.71,3.73,3.68,518.6,1934.0,22.3,27.7
1607.72,3.73,3.68,518.9,1936.0,22.3,27.8
1609.73,3.73,3.68,518.6,1934.0,22.3,27.8
1611.74,3.73,3.68,519.3,1936.0,22.3,27.8
1613.75,3.73,3.68,519.0,1934.0,22.3,27.8
1615.76,3.73,3.68,518.9,1934.0,22.3,27.7
1617.77,3.73,3.68,519.2,1936.0,22.3,27.8
1619.78,3.73,3.68,518.8,1934.0,22.3,27.8
1621.79,3.73,3.68,519.2,1936.0,22.3,27.8
1623.8,3.72,3.67,519.7,1934.0,22.3,27.8
1625.81,3.73,3.68,518.6,1936.0,22.3,27.7
1627.82,3.73,3.68,518.6,1934.0,22.3,27.7
1629.83,3.73,3.68,519.0,1934.0,22.3,27.7
92.0,3.74,3.68,518.9,1940.0,22.3,27.7
1858.93,3.74,3.69,518.1,1936.0,22.3,27.5
1860.94,3.74,3.69,518.9,1936.0,22.3,27.8
1862.95,3.74,3.68,519.0,1940.0,22.3,27.8
1864.96,3.74,3.68,518.2,1936.0,22.3,27.7
1866.97,3.74,3.69,519.1,1940.0,22.3,27.4
1868.98,3.74,3.69,518.6,1940.0,22.3,27.3
1870.99,3.74,3.68,519.1,1940.0,22.3,27.7
1873.0,3.74,3.69,518.6,1940.0,22.3,27.7
1875.01,3.74,3.69,518.9,1940.0,22.3,27.7
