Time,Voltage,Current,Power,Temperature,Humidity
0.02,0.65,0.0,0.0,22.4,32.6
2.05,0.64,0.0,0.0,22.4,32.6
4.06,0.65,0.1,0.0,22.4,32.6
6.07,0.65,0.0,0.0,22.4,32.5
8.08,0.64,0.0,0.0,22.4,32.5
10.09,0.64,0.0,0.0,22.4,32.4
12.09,0.64,0.0,0.0,22.4,32.5
14.1,0.64,0.0,0.0,22.4,32.5
16.11,0.65,0.0,0.0,22.4,32.4
18.12,4.08,3.2,13.0,22.4,32.4
20.13,4.0,225.1,901.0,22.4,32.4
22.13,4.0,224.8,899.0,22.4,32.4
24.14,4.0,224.5,898.0,22.4,32.5
26.15,4.0,224.4,896.0,22.5,32.4
28.16,4.0,224.2,896.0,22.4,32.3
30.17,4.0,224.0,896.0,22.5,32.3
32.18,4.0,223.9,896.0,22.4,32.3
34.19,4.0,223.7,895.0,22.5,32.3
36.2,4.0,223.7,895.0,22.4,32.1
38.2,4.0,223.6,893.0,22.5,32.1
40.21,4.0,223.5,893.0,22.4,32.1
42.22,4.0,223.4,893.0,22.5,32.0
44.23,4.0,223.3,893.0,22.5,32.0
46.24,4.0,223.2,893.0,22.5,32.1
48.25,4.0,223.1,891.0,22.5,32.1
50.26,4.0,223.1,891.0,22.5,32.0
52.27,4.0,222.9,891.0,22.5,32.0
54.28,4.0,222.9,891.0,22.5,32.0
56.28,4.0,222.7,890.0,22.5,32.0
58.29,4.0,222.7,890.0,22.5,31.9
60.3,4.0,222.6,890.0,22.5,32.0
62.31,4.0,222.6,890.0,22.5,31.9
64.32,4.0,222.5,890.0,22.5,31.9
66.33,4.0,222.4,888.0,22.5,32.0
68.34,4.0,222.3,888.0,22.5,31.9
70.34,4.0,222.3,888.0,22.5,31.8
72.35,4.0,222.2,888.0,22.5,31.8
74.36,4.0,222.1,888.0,22.5,31.8
76.37,4.0,222.1,888.0,22.5,31.8
78.38,3.99,222.0,886.0,22.5,31.9
80.39,4.0,222.0,886.0,22.5,31.8
82.4,4.0,221.9,886.0,22.5,31.9
84.41,4.0,221.9,886.0,22.5,31.9
86.41,4.0,221.9,886.0,22.5,31.8
88.42,4.0,221.8,886.0,22.5,31.8
90.43,4.0,221.7,886.0,22.5,31.9
92.44,4.0,221.7,886.0,22.5,31.9
94.45,3.99,221.6,885.0,22.5,31.8
96.46,4.0,221.6,885.0,22.5,31.8
98.47,4.0,221.5,885.0,22.5,31.9
100.48,4.0,221.4,883.0,22.5,31.7
102.49,4.0,221.5,885.0,22.5,31.8
104.5,4.0,221.4,883.0,22.5,31.8
106.5,4.0,221.3,885.0,22.5,31.8
108.51,4.0,221.4,885.0,22.5,31.8
110.52,4.0,221.3,883.0,22.5,31.9
112.53,3.99,221.2,883.0,22.5,31.8
114.54,3.99,221.2,883.0,22.5,31.8
116.55,3.99,221.1,883.0,22.5,31.7
118.56,4.0,221.1,883.0,22.5,31.8
120.56,3.99,221.1,883.0,22.5,31.8
122.57,3.99,221.0,881.0,22.5,31.9
124.58,3.99,221.0,881.0,22.5,31.8
126.59,3.99,221.0,883.0,22.5,31.7
128.6,3.99,220.9,881.0,22.5,31.9
130.61,3.99,220.9,881.0,22.5,31.7
132.62,3.99,220.8,881.0,22.5,31.8
134.63,3.99,220.8,881.0,22.5,31.8
136.64,3.99,220.7,881.0,22.5,31.9
138.65,3.99,220.7,881.0,22.5,31.9
140.66,3.99,220.7,880.0,22.5,31.9
142.66,3.99,220.7,881.0,22.5,31.8
144.67,3.99,220.5,880.0,22.5,31.8
146.68,3.99,220.6,880.0,22.5,31.8
148.69,3.99,220.6,880.0,22.5,31.7
150.7,3.99,220.5,880.0,22.5,31.7
152.71,3.99,220.5,880.0,22.5,31.8
154.72,3.99,220.4,880.0,22.5,31.7
156.73,3.99,220.5,880.0,22.5,31.7
158.73,3.99,220.4,880.0,22.5,31.7
160.74,3.99,220.3,880.0,22.5,31.8
162.75,3.99,220.3,880.0,22.5,31.7
164.76,3.99,220.3,880.0,22.5,31.7
166.77,3.99,220.3,880.0,22.5,31.7
168.78,3.99,220.3,880.0,22.5,31.7
170.79,3.99,220.2,880.0,22.5,31.7
172.8,3.99,220.1,878.0,22.5,31.7
174.8,3.99,220.2,880.0,22.5,31.7
176.81,3.99,220.1,878.0,22.5,31.6
178.82,3.99,220.1,878.0,22.5,31.6
180.83,3.99,220.0,878.0,22.5,31.7
182.84,3.99,220.0,878.0,22.5,31.6
184.85,3.99,220.0,878.0,22.5,31.7
186.86,3.99,220.0,878.0,22.5,31.7
188.87,3.99,220.0,878.0,22.5,31.6
