Time,Bus Voltage,Voltage,Current,Power,Temperature,Humidity
13815.75,4.06,4.03,251.4,1022,3.1,9.5
13817.76,4.06,4.03,251.7,1022,3.1,9.5
13819.77,4.06,4.03,253.1,1028,3,9.4
13821.78,4.06,4.03,253.1,1028,3,9.5
13823.79,4.06,4.03,251.7,1022,3,9.3
13825.79,4.06,4.03,252.3,1022,3,9.4
13827.8,4.06,4.03,251.7,1022,3,9.4
13829.81,4.06,4.03,251.1,1020,3.1,9.3
13831.82,4.06,4.03,248.9,1010,3,9.3
13833.83,4.06,4.03,249.9,1012,3,9.3
13835.84,4.06,4.03,250.7,1012,3,9.2
13837.85,4.06,4.03,251.3,1020,3,9.3
13839.86,4.06,4.04,249.8,1012,2.9,9.2
13841.87,4.06,4.03,250.1,1012,2.9,9
13843.88,4.06,4.04,248.9,1010,3,9.1
13845.88,4.06,4.04,249.2,1010,2.9,9.1
13847.89,4.06,4.03,250.2,1012,2.9,9.2
13849.9,4.06,4.03,248.7,1010,2.9,9.1
13851.91,4.06,4.03,249.4,1012,2.8,8.9
14750.13,4.07,4.05,241.6,986,2.8,8.8
14752.14,4.04,4.02,215.7,872,2.8,8.8
14754.15,4.06,4.03,225.7,914,2.8,8.9
14756.16,4.05,4.03,218.2,884,2.8,8.8
14758.17,4.05,4.03,218.5,884,2.8,8.8
14760.18,4.07,4.04,236,960,2.7,8.7
14762.19,4.07,4.04,236.2,960,2.8,8.7
14764.2,4.07,4.04,235.5,956,2.7,8.9
14766.21,4.07,4.04,236.1,960,2.8,8.8
14768.22,4.07,4.04,236.8,964,2.7,8.5
14770.23,4.07,4.04,235.8,956,2.7,8.6
14772.24,4.07,4.04,235.5,956,2.7,8.7
14774.25,4.07,4.04,235.3,956,2.7,8.5
14776.26,4.07,4.04,234.9,954,2.6,8.5
14778.27,4.07,4.04,235.5,956,2.6,8.6
14780.28,4.07,4.04,235.7,960,2.6,8.4
14782.29,4.07,4.04,235.4,956,2.8,8.7
14784.3,4.07,4.04,234.5,954,2.6,8.5
14786.31,4.07,4.04,235.4,956,2.9,8.7
14788.32,4.07,4.04,236.9,964,2.8,8.7
14790.33,4.07,4.04,236,960,2.8,8.5
14792.34,4.07,4.04,235.4,956,2.8,8.6
14794.35,4.07,4.04,236.5,960,0.3,6.4
14796.36,4.07,4.04,236.1,960,0.3,6.5
14798.37,4.07,4.04,235.3,956,0.4,6.2
14800.38,4.07,4.04,236.4,956,0.3,6.3
14802.39,4.06,4.04,233.7,950,0.5,6.5
14804.4,4.06,4.04,234.7,954,0.3,6.4
14806.41,4.07,4.04,233.8,950,0.3,6.3
14808.41,4.07,4.04,233.6,948,0.3,6.4
14810.42,4.06,4.04,232.8,948,0.3,6.3
14812.43,4.07,4.04,233.3,950,0.3,6.4
14814.44,4.07,4.04,234.3,950,0.3,6.3
14816.45,4.07,4.04,233,948,0.3,6.4
14818.46,4.06,4.04,232.5,944,0.3,6.6
14820.47,4.07,4.04,232.6,944,0.3,6.3
14822.48,4.06,4.04,230.9,944,0.3,6.7
14824.49,4.06,4.04,232,944,0.3,6.5
14826.5,4.06,4.04,230.9,938,0.3,6.5
14828.51,4.06,4.04,229.8,934,0.3,6.4
14830.52,4.06,4.04,229.6,934,0.3,6.7
14832.53,4.06,4.04,227.4,924,0.3,6.5
14834.53,4.06,4.04,225.6,918,0.3,6.5
14836.54,4.06,4.04,225.7,914,0.3,6.8
14838.55,4.06,4.03,223,904,0.3,6.4
14840.56,4.06,4.04,224.4,910,0.3,6.9
14842.57,4.06,4.04,229.3,930,0.4,6.8
15777.01,4.04,4.02,181.4,734,0.3,6.5
15779.02,4.05,4.03,191.4,776,0.3,6.7
15781.03,4.06,4.04,201.4,820,0.4,6.6
15783.04,4.06,4.04,195,790,0.4,6.8
15785.05,4.06,4.04,199.4,810,0.4,6.6
15787.06,4.06,4.04,203.6,830,0.4,6.4
15789.07,4.08,4.06,219.8,894,0.4,6.6
15791.08,4.08,4.06,219.3,894,0.5,6.5
15793.09,4.08,4.05,220.5,898,0.4,6.4
15795.1,4.08,4.06,220.3,898,0.4,6.8
15797.11,4.08,4.05,218.8,894,0.4,6.7
15799.12,4.08,4.05,218.9,892,0.5,6.7
15801.13,4.08,4.05,219.4,894,0.4,6.7
15803.14,4.08,4.06,219.5,894,0.5,6.8
15805.14,4.08,4.05,219.6,898,0.5,6.8
15807.15,4.08,4.05,218.4,892,0.5,6.7
15809.16,4.08,4.05,219.2,892,0.4,6.9
15811.17,4.08,4.05,219.2,894,0.6,6.7
15813.18,4.08,4.05,219.4,892,0.5,6.8
15815.19,4.08,4.05,219.9,898,0.5,6.8
15817.2,4.08,4.05,219.5,894,0.5,7
15819.21,4.08,4.05,219.8,894,0.5,6.7
15821.22,4.08,4.05,219.1,894,0.4,6.9
15823.23,4.08,4.06,220,898,0.5,7
15825.24,4.08,4.05,218.9,894,0.4,7
15827.25,4.08,4.05,219.2,894,0.6,6.8
15829.26,4.08,4.05,218.8,892,0.5,6.9
15831.27,4.08,4.05,216.5,882,0.5,6.9
15833.28,4.07,4.05,216.8,884,0.6,6.9
15835.28,4.08,4.05,216.7,884,0.5,7.2
15837.29,4.08,4.05,217.3,884,0.5,7
15839.3,4.08,4.05,217.6,884,0.5,6.8
15841.31,4.07,4.05,216.2,882,0.5,7.1
15843.32,4.07,4.05,211,858,0.6,7
15845.33,4.08,4.05,216.8,882,0.6,7.1
15847.34,4.08,4.05,218,884,0.5,7.1
15849.35,4.08,4.05,216.1,882,0.5,7.1
15851.36,4.07,4.05,216.3,882,0.6,6.9
15853.37,4.08,4.05,215.7,878,0.6,7.1
15855.38,4.08,4.05,214.3,872,0.6,7
15857.39,4.07,4.05,212.9,868,0.6,7.3
15859.4,4.07,4.05,212.6,866,0.6,7.1
16852.12,4.09,4.07,208.3,852,0.6,7.2
16854.13,4.07,4.05,185.6,754,0.6,7.3
16856.14,4.08,4.06,191.3,776,0.6,7
16858.15,4.06,4.04,179,708,0.6,7.2
16860.16,4.07,4.05,189.1,784,0.7,7.3
16862.17,4.09,4.07,203.2,832,0.6,7.3
16864.18,4.08,4.06,203,830,0.6,7.3
16866.19,4.08,4.06,202.8,830,0.6,7.4
16868.2,4.09,4.07,204,832,0.8,7.3
16870.2,4.09,4.07,203.4,832,0.7,7.4
16872.22,4.08,4.06,203.3,832,0.7,7.4
16874.23,4.08,4.06,202.3,826,0.7,7.6
16876.24,4.08,4.06,203,830,0.7,7.4
16878.25,4.08,4.06,202.7,830,0.7,7.4
16880.25,4.09,4.07,203,830,0.7,7.4
16882.26,4.08,4.06,202,826,0.7,7.3
16884.27,4.08,4.06,202.2,826,0.7,7.3
16886.28,4.09,4.07,202.1,826,0.7,7.6
16888.29,4.08,4.06,203.7,832,0.7,7.4
16890.3,4.09,4.07,203.1,830,0.7,7.6
16892.31,4.09,4.07,202.5,826,0.7,7.5
16894.32,4.09,4.07,202,830,0.7,7.6
16896.33,4.09,4.07,202.9,830,0.8,7.7
16898.34,4.09,4.07,202.6,830,0.8,7.5
16900.35,4.08,4.06,202.4,830,0.8,7.5
16902.36,4.08,4.06,201.7,822,0.8,7.7
16904.37,4.08,4.06,201.6,822,0.8,7.6
16906.38,4.08,4.06,200.6,820,0.9,7.7
16908.39,4.08,4.06,201,822,0.8,7.6
16910.4,4.09,4.07,200.9,822,0.8,7.7
16912.41,4.08,4.06,200.5,820,0.8,7.6
16914.42,4.09,4.07,201.9,826,0.9,7.6
16916.43,4.08,4.06,200.5,812,0.8,7.6
16918.44,4.08,4.06,200.2,820,0.9,7.5
16920.45,4.08,4.06,200,820,0.9,7.6
16922.46,4.08,4.06,199.9,816,0.9,7.7
16924.47,4.08,4.06,199.2,816,0.9,7.8
16926.48,4.08,4.06,200.4,820,0.9,7.7
16928.49,4.08,4.06,196.6,802,0.9,7.7
16930.5,4.08,4.06,198.3,810,0.9,7.7
16932.5,4.08,4.06,197.6,806,0.9,7.7
16934.51,4.08,4.06,195.3,792,0.9,7.9
16936.52,4.08,4.06,194.4,792,1,7.8
16938.53,4.08,4.06,191.7,784,0.9,7.8
16940.54,4.08,4.06,194.2,792,0.9,8
16942.55,4.08,4.06,192.3,784,0.9,7.9
16944.56,4.08,4.06,190.5,776,1,7.9
16946.57,4.08,4.06,195.2,796,1,8
16948.58,4.08,4.06,194.5,796,1,8
16950.59,4.08,4.06,194.6,792,1,7.9
16952.6,4.08,4.06,196,800,1,8
16954.61,4.08,4.06,195.9,800,1,8
16956.62,4.08,4.06,193.9,790,1,7.9
16958.63,4.08,4.06,189.6,780,1,7.9
16960.64,4.08,4.06,198,810,1.1,8.1
16962.65,4.08,4.06,195.7,800,1.1,8
16964.66,4.08,4.06,194.8,792,1,8
16966.67,4.08,4.06,195.5,792,1,8
16968.68,4.08,4.06,192.9,786,1.1,8.2
16970.68,4.08,4.06,192.2,784,1.1,8.1
16972.7,4.08,4.06,193.7,790,1,8.1
16974.7,4.08,4.06,196.2,802,1.1,8.3
16976.72,4.08,4.06,195,796,1.1,8.2
16978.73,4.08,4.06,193.3,790,1,8.3
16980.73,4.08,4.06,196,800,1,8.2
16982.75,4.08,4.06,195.5,796,1.1,8.1
16984.75,4.08,4.06,195.9,796,1.1,8.3
16986.76,4.08,4.06,196.4,802,1.1,8.1
16988.77,4.08,4.06,193.2,790,1.1,8.2
16990.78,4.08,4.06,197.8,806,1.2,8.3
16992.79,4.08,4.06,197.7,806,1.1,8.3
16994.8,4.08,4.06,198.1,810,1.1,8.2
16996.81,4.08,4.06,196.6,802,1.1,8.2
16998.82,4.08,4.06,195.1,796,1.1,8.3
17000.83,4.08,4.06,196.8,802,1.1,8.3
17002.84,4.08,4.06,196,800,1.1,8.4
17004.85,4.08,4.06,196.1,800,1.1,8.4
17006.86,4.08,4.06,194.2,792,1.1,8.3
17008.87,4.08,4.06,194,792,1.2,8.5
17010.88,4.08,4.06,193.8,786,1.2,8.4
17012.89,4.08,4.06,195,796,1.2,8.3
17014.9,4.08,4.06,197.2,806,1.1,8.4
17016.91,4.08,4.06,196.9,802,1.2,8.4
17018.92,4.08,4.06,193.5,790,1.1,8.4
17020.92,4.08,4.06,193.3,796,1.2,8.4
17022.93,4.08,4.06,195.1,796,1.2,8.6
17024.94,4.08,4.06,194.8,800,1.2,8.3
17026.95,4.08,4.06,193.4,790,1.2,8.5
17028.97,4.08,4.06,194.4,792,1.2,8.4
17030.98,4.08,4.06,196.9,802,1.2,8.4
17032.99,4.08,4.06,197.7,806,1.2,8.4
17034.99,4.08,4.06,197.5,802,1.2,8.5
17037,4.08,4.06,195.4,800,1.2,8.5
17039.01,4.08,4.06,198,810,1.3,8.6
17041.02,4.08,4.06,195.1,800,1.3,8.6
17043.03,4.08,4.06,193.4,790,1.3,8.7
17045.04,4.08,4.06,193.5,790,1.3,8.6
17047.05,4.08,4.06,193.7,790,1.2,8.6
17049.06,4.08,4.06,194,792,1.3,8.5
17051.07,4.08,4.06,194.5,792,1.3,8.7
17053.08,4.08,4.06,196,796,1.3,8.5
17055.09,4.08,4.06,197.3,806,1.3,8.7
17057.1,4.08,4.06,195.8,796,1.3,8.6
17059.1,4.08,4.06,193.1,786,1.3,8.7
17061.11,4.08,4.06,195.7,800,1.3,8.7
17063.12,4.08,4.06,193.1,792,1.3,8.8
17065.14,4.08,4.06,195.1,796,1.3,8.9
17067.15,4.08,4.06,195.1,796,1.3,9
17069.16,4.08,4.06,197.6,806,1.3,8.7
17071.16,4.08,4.06,192.4,786,1.4,8.8
17073.17,4.08,4.06,195.6,800,1.3,8.9
17075.18,4.08,4.06,194.7,792,1.4,8.8
17077.19,4.08,4.06,191.9,784,1.4,8.9
17079.2,4.08,4.06,196,800,1.4,9
17436.91,4.06,4.04,156,632,1.4,9
17438.92,4.08,4.06,181.3,734,1.4,9.2
17440.93,4.08,4.06,178.7,728,1.4,9.1
17442.94,4.08,4.06,180.7,738,1.4,9.3
17444.94,4.08,4.06,179.6,748,1.5,9.1
17446.96,4.07,4.05,182,748,1.5,9.1
17448.97,4.09,4.07,195.6,800,1.4,9.1
17450.97,4.09,4.07,195,800,1.4,9.4
17452.98,4.09,4.07,193.9,792,1.5,9.1
17454.99,4.09,4.07,194.8,796,1.4,9
17457,4.09,4.07,194.7,796,1.5,9.1
17459.01,4.09,4.07,195.1,800,1.5,9.1
17461.02,4.09,4.07,193.7,792,1.4,9.2
17463.03,4.09,4.07,193.8,790,1.5,9.2
17465.04,4.09,4.07,194.5,796,1.4,9.1
17467.05,4.09,4.07,195.1,800,1.4,9.2
17469.06,4.09,4.07,194.1,792,1.5,9.2
17471.07,4.09,4.07,194.3,796,1.5,9.2
17473.07,4.09,4.07,193.5,790,1.5,9.2
17475.08,4.09,4.07,194.5,796,1.5,9.4
17477.09,4.09,4.07,194.7,796,1.5,9.4
17479.1,4.09,4.07,191.8,784,1.5,9.3
17481.11,4.09,4.07,193.9,790,1.5,9.5
17483.12,4.09,4.07,194.7,796,1.5,9.1
17485.13,4.09,4.07,194.1,792,1.6,9.4
17487.14,4.09,4.07,194.3,792,1.5,9.4
17489.15,4.09,4.07,192.1,786,1.5,9.5
17491.16,4.09,4.07,192.3,790,1.5,9.4
17493.16,4.09,4.07,193.6,792,1.6,9.4
17495.17,4.09,4.07,192.1,786,1.5,9.6
17497.18,4.09,4.07,191.7,786,1.5,9.5
17499.19,4.09,4.07,191.4,784,1.6,9.5
17501.2,4.09,4.07,191.1,784,1.6,9.6
17503.21,4.09,4.07,190.6,780,1.6,9.6
17505.23,4.09,4.07,191,784,1.5,9.6
17507.23,4.09,4.07,190.8,784,1.6,9.4
17509.25,4.09,4.07,191,780,1.6,9.7
17511.25,4.09,4.07,191.9,786,1.6,9.7
17513.26,4.08,4.07,189.6,774,1.6,9.7
17515.27,4.08,4.07,187.7,766,1.6,9.6
17517.28,4.08,4.07,188.3,770,1.6,9.6
17519.29,4.08,4.06,188.3,770,1.6,9.5
17521.3,4.08,4.06,186.1,760,1.6,9.6
17523.31,4.08,4.07,184.8,760,1.6,9.8
17525.32,4.08,4.06,184.1,750,1.6,9.9
17527.33,4.08,4.06,182.6,740,1.6,9.9
17529.34,4.08,4.07,186.9,764,1.6,9.6
17531.35,4.08,4.07,188.3,774,1.6,9.7
17533.36,4.09,4.07,187.1,764,1.6,10
17535.37,4.09,4.07,187.1,764,1.6,10
17537.38,4.08,4.07,188.1,770,1.6,9.7
17539.39,4.08,4.07,187.7,764,1.6,9.9
17541.4,4.08,4.06,185.5,756,1.6,9.7
17543.41,4.09,4.07,187.7,766,1.6,10
17545.42,4.08,4.07,186.9,764,1.6,9.9
17547.43,4.08,4.07,187.4,766,1.7,10
17549.44,4.08,4.07,185.1,756,1.7,10
17551.45,4.09,4.07,187.9,764,1.7,10.1
17553.46,4.08,4.07,187.9,766,1.7,10
17555.47,4.08,4.07,183.9,754,1.7,9.8
17557.48,4.09,4.07,187.2,766,1.6,10
17559.49,4.08,4.07,187,756,1.7,9.9
17561.5,4.09,4.07,189.4,774,1.7,9.9
17563.51,4.09,4.07,186.3,760,1.7,10.1
17565.52,4.08,4.07,187.7,770,1.7,9.9
17567.52,4.09,4.07,189.2,774,1.7,10.1
17569.54,4.09,4.07,189.1,770,1.7,10
17571.55,4.08,4.07,187.1,764,1.7,10.1
17573.56,4.08,4.07,186.6,764,1.7,10.1
17575.57,4.08,4.07,187.2,764,1.7,9.8
17577.58,4.08,4.06,183.3,748,1.7,10.2
17579.59,4.08,4.07,186.9,766,1.7,10
17581.6,4.09,4.07,187.4,766,1.7,10.1
17583.61,4.08,4.07,186.6,764,1.7,10.2
17585.62,4.08,4.07,187.9,766,1.7,10.2
17587.63,4.09,4.07,185.2,764,1.7,10.3
17589.64,4.08,4.07,185,756,1.7,10.2
17591.65,4.09,4.07,185.4,766,1.7,10.2
17593.66,4.08,4.07,185.2,756,1.7,10.3
17595.67,4.09,4.07,187.9,766,1.7,10.3
17597.68,4.09,4.07,187.4,766,1.7,10.1
17599.69,4.08,4.07,187.5,766,1.7,10.3
17601.7,4.08,4.07,187.3,764,1.8,10.2
17603.71,4.08,4.07,187.6,764,1.7,10.3
17605.72,4.08,4.06,187.7,766,1.8,10.3
17607.73,4.09,4.07,187.9,764,1.8,10.3
17609.74,4.08,4.07,185.8,764,1.8,10.3
17611.75,4.09,4.07,187.1,764,1.7,10.3
17613.75,4.09,4.07,189,770,1.8,10.1
17615.76,4.09,4.07,187.8,766,1.8,10.4
17617.77,4.08,4.07,188.4,770,1.8,10.3
17619.78,4.09,4.07,188,770,1.8,10.3
17621.79,4.09,4.07,187.5,774,1.8,10.3
17623.8,4.08,4.07,187.8,766,1.8,10.4
17625.81,4.08,4.07,187.7,764,1.8,10.5
17627.83,4.08,4.07,186.1,760,1.8,10.4
17629.83,4.08,4.07,186.3,756,1.8,10.4
17631.84,4.08,4.07,181.9,744,1.8,10.5
17633.85,4.09,4.07,187.1,760,1.8,10.5
17635.86,4.08,4.07,183.6,750,1.8,10.5
17637.87,4.08,4.07,186.6,764,1.8,10.5
17639.89,4.08,4.07,186.2,760,1.8,10.5
17641.9,4.08,4.07,185.1,756,1.8,10.5
17643.91,4.09,4.07,186.1,764,1.8,10.4
17645.92,4.09,4.07,186.5,764,1.8,10.5
17647.92,4.09,4.07,185.4,756,1.8,10.5
17649.94,4.09,4.07,184.8,756,1.9,10.6
17651.94,4.09,4.07,187.4,766,1.8,10.6
17653.96,4.09,4.07,187.1,764,1.8,10.5
17655.97,4.09,4.07,187.7,766,1.9,10.5
17657.98,4.09,4.07,187.2,766,1.8,10.6
17659.99,4.09,4.07,186.8,764,1.9,10.6
17662,4.09,4.07,187.1,764,1.9,10.6
17664,4.09,4.07,187.8,764,1.9,10.4
17666.01,4.08,4.07,185.4,756,1.9,10.9
17668.02,4.09,4.07,187.1,764,1.8,10.7
17670.03,4.08,4.07,186.6,764,1.8,10.7
17672.04,4.09,4.07,186.6,764,1.9,10.6
17674.05,4.09,4.07,187.8,770,1.9,10.6
17676.06,4.09,4.07,187.1,764,1.9,10.6
17678.07,4.09,4.07,188.5,770,1.9,10.7
17680.08,4.09,4.07,187.5,766,1.8,10.7
17682.09,4.08,4.07,187.7,766,1.9,10.7
17684.1,4.09,4.07,187.5,766,1.9,10.6
17686.11,4.09,4.07,187.7,766,1.9,10.6
17688.12,4.09,4.07,185.8,760,1.9,10.7
17690.13,4.08,4.07,185.1,756,1.9,10.6
17692.14,4.09,4.07,186,760,1.9,10.6
17694.15,4.08,4.07,183.5,754,1.9,10.8
17696.16,4.08,4.07,183.9,756,1.9,10.8
17698.16,4.08,4.07,184.8,754,1.9,10.8
17700.17,4.08,4.07,183.6,750,1.9,10.7
17702.18,4.09,4.07,185.1,756,1.9,10.8
17704.2,4.08,4.06,178,728,2,10.9
17706.2,4.08,4.07,182.1,748,1.9,10.8
17708.22,4.09,4.07,185.8,760,1.9,11
17710.23,4.09,4.07,185.7,760,1.9,11
17712.24,4.08,4.07,185.8,760,1.9,10.9
17714.25,4.09,4.07,185,760,2,10.8
17716.25,4.09,4.07,185.3,756,1.9,10.9
17718.26,4.09,4.07,188.4,766,2,11
17720.27,4.09,4.07,187.1,764,2,11
17722.28,4.09,4.07,187.4,766,2,11
17724.29,4.09,4.07,187.3,766,1.9,10.9
17726.3,4.09,4.07,186.1,760,1.9,10.9
17728.31,4.09,4.07,187.2,764,1.9,10.9
17730.32,4.09,4.07,186.5,764,1.9,11.1
17732.33,4.08,4.07,184.5,754,2,11
17734.34,4.08,4.07,185.1,756,2,11.1
17736.35,4.08,4.07,183.2,754,1.9,10.9
17738.36,4.08,4.07,184.8,756,2,11
17740.37,4.08,4.07,184.5,754,1.9,11.1
17742.38,4.09,4.07,184.7,754,2,11.1
17744.39,4.09,4.07,186.7,756,2,11
17746.4,4.09,4.07,185,756,2,11
17748.41,4.08,4.06,178.4,728,2,11
17750.42,4.09,4.07,184.5,754,2,11.1
17752.43,4.08,4.07,185.4,756,2,11.1
17754.44,4.09,4.07,185.3,756,2,11.1
17756.44,4.08,4.07,181.4,740,2,11.2
17758.45,4.09,4.07,184.5,754,2,11.1
17760.47,4.09,4.07,185.3,754,2,11.1
17762.47,4.09,4.07,186,760,2,11.2
17764.48,4.09,4.07,185.7,764,2,11.2
17766.49,4.09,4.07,185.4,756,2,11.3
17768.5,4.09,4.07,186.1,760,2,11.1
17770.51,4.08,4.07,185.1,756,2,11.1
17772.52,4.09,4.07,185.4,756,2,11
17774.53,4.09,4.07,185.9,760,2,11.1
17776.54,4.09,4.07,185.4,756,2,11.3
17778.55,4.09,4.07,183.2,750,2,11.1
17780.56,4.09,4.07,187.3,756,2,11.3
17782.57,4.09,4.07,184.6,754,2.1,11.1
17784.58,4.09,4.07,186.3,756,2,11.3
17786.59,4.09,4.07,185.8,764,2,11.1
17788.6,4.09,4.07,185.3,756,2,11.2
17790.61,4.09,4.07,185.7,756,2,11.3
17792.62,4.09,4.07,184,754,2,11.2
17794.63,4.09,4.07,183,748,2.1,11.3
17796.64,4.08,4.07,183.7,750,2.1,11.2
17798.65,4.08,4.07,182.9,748,2.1,11.3
17800.66,4.09,4.07,184.7,750,2.1,11.3
17802.67,4.08,4.07,182.5,744,2.1,11.2
17804.68,4.08,4.07,184.6,754,2.1,11.3
17806.69,4.08,4.07,184.2,754,2.1,11.3
17808.7,4.09,4.07,184,754,2,11.3
17810.71,4.09,4.07,185.4,756,2.1,11.3
17812.72,4.09,4.07,183.9,750,2.1,11.4
17814.73,4.09,4.07,184.5,744,2.1,11.4
17816.73,4.09,4.07,184.3,754,2.1,11.3
17818.74,4.09,4.07,184.5,754,2.1,11.2
17820.75,4.09,4.07,186.4,764,2,11.2
17822.76,4.09,4.07,184.5,754,2.1,11.4
17824.77,4.09,4.07,186.1,760,2.1,11.4
17826.78,4.09,4.07,185.2,760,2.1,11.5
17828.79,4.09,4.07,185.3,756,2.1,11.4
17830.81,4.09,4.07,185.4,760,2.1,11.3
17832.81,4.08,4.07,182.1,744,2.1,11.4
17834.82,4.09,4.07,183.8,754,2.1,11.6
17836.83,4.08,4.07,181.5,740,2.1,11.5
17838.84,4.09,4.07,183.1,754,2.1,11.5
17840.85,4.09,4.07,183.7,750,2.1,11.4
17842.86,4.09,4.07,184.2,754,2.2,11.5
17844.87,4.09,4.07,183.9,754,2.1,11.6
17846.88,4.09,4.07,184.3,754,2.2,11.4
17848.89,4.09,4.07,184.5,754,2.1,11.5
17850.9,4.09,4.07,182.4,744,2.1,11.6
17852.91,4.09,4.07,183.1,750,2.1,11.4
17854.91,4.09,4.07,183.7,750,2.2,11.5
17856.92,4.08,4.07,183.3,750,2.1,11.5
17858.93,4.09,4.07,183.3,748,2.2,11.5
17860.94,4.09,4.07,182.9,740,2.2,11.6
17862.95,4.09,4.07,182.3,744,2.1,11.6
17864.96,4.09,4.07,184,754,2.2,11.5
17866.97,4.09,4.07,184.3,750,2.2,11.6
17868.98,4.08,4.07,181.7,744,2.2,11.6
17870.99,4.09,4.07,184.1,754,2.2,11.5
17873,4.09,4.07,183.7,750,2.1,11.7
17875.01,4.09,4.07,184.5,754,2.2,11.6
17877.02,4.09,4.07,184,748,2.2,11.6
17879.02,4.09,4.07,183.9,750,2.1,11.7
17881.03,4.09,4.07,184.1,744,2.1,11.5
17883.05,4.09,4.07,185.4,756,2.2,11.6
17885.06,4.09,4.07,183.5,750,2.2,11.6
17887.07,4.09,4.07,185.4,756,2.2,11.5
17889.08,4.09,4.07,185,750,2.1,11.6
17891.09,4.09,4.07,184.8,756,2.2,11.6
17893.1,4.09,4.07,184.2,754,2,11.5
17895.11,4.09,4.07,184,754,2.1,11.6
17897.12,4.09,4.07,183.8,750,2.1,11.7
17899.13,4.09,4.07,182.5,748,2.2,11.7
17901.14,4.09,4.07,177.5,724,2.1,11.6
17903.15,4.08,4.07,180.8,744,2.1,11.6
17905.16,4.09,4.07,182.5,748,2.2,11.6
17907.16,4.09,4.07,182.2,744,2.2,11.6
17909.17,4.09,4.07,183.8,750,2.3,11.7
17911.18,4.09,4.07,183.2,748,2.2,11.7
17913.19,4.08,4.07,180.9,738,2.2,11.7
17915.2,4.09,4.07,182.7,748,2.2,11.7
17917.21,4.09,4.07,180.8,740,2.1,11.6
17919.22,4.09,4.07,183.7,750,2.2,11.7
17921.23,4.08,4.07,183.1,740,2.2,11.8
17923.24,4.08,4.07,181.1,740,2.1,11.7
17925.25,4.09,4.07,185.4,760,2.2,11.9
17927.26,4.09,4.07,186.4,756,2.2,11.8
17929.27,4.09,4.07,185.1,756,2.2,11.7
17931.28,4.09,4.07,184.6,756,2.2,11.8
17933.29,4.09,4.07,182.9,748,2.2,11.8
17935.3,4.09,4.07,181,754,2.3,11.8
17937.31,4.09,4.07,183.5,744,2.2,11.8
17939.32,4.09,4.07,183,748,2.3,11.9
17941.33,4.09,4.07,183.5,750,2.2,12.1
17943.33,4.08,4.07,176.5,728,2.2,11.9
17945.34,4.08,4.07,181.5,740,2.3,11.8
17947.35,4.09,4.07,180.5,738,2.2,11.8
17949.36,4.09,4.07,181.4,740,2.3,11.7
17951.37,4.09,4.07,182.8,748,2.2,11.9
17953.38,4.09,4.07,182.9,748,2.2,11.9
17955.39,4.09,4.07,183.1,748,2.2,11.9
17957.4,4.09,4.07,180,738,2.2,12
17959.41,4.09,4.07,182.9,748,2.3,12
17961.42,4.09,4.07,181.7,748,2.2,11.8
17963.43,4.09,4.07,182.7,748,2.2,12
17965.44,4.09,4.07,183,744,2.3,11.9
17967.45,4.09,4.07,180.6,738,2.2,11.9
17969.46,4.09,4.07,177.5,724,2.3,11.8
17971.47,4.09,4.07,184,754,2.2,12
17973.48,4.09,4.07,183.5,748,2.2,11.9
17975.49,4.09,4.07,183,748,2.2,12
17977.5,4.09,4.07,182.8,748,2.1,11.8
17979.51,4.09,4.07,183.5,748,2.2,12.1
17981.52,4.09,4.07,182.7,748,2.2,11.9
17983.53,4.09,4.07,182.8,748,2.2,12.1
17985.54,4.09,4.07,181.2,740,2.3,12.1
17987.55,4.09,4.07,182.9,754,2.3,11.9
17989.56,4.09,4.07,182.9,748,2.2,12.1
17991.57,4.09,4.07,181.7,744,2.3,12
17993.57,4.08,4.07,179.7,738,2.3,12.2
17995.58,4.09,4.07,180.5,738,2.3,12
17997.59,4.09,4.07,181,748,2.3,11.9
17999.6,4.09,4.07,181.9,744,2.2,12.1
18001.61,4.09,4.07,180.7,730,2.2,12
18003.62,4.09,4.07,182.9,748,2.3,11.8
18005.63,4.09,4.07,180.3,734,2.2,11.9
18007.64,4.09,4.07,178.8,730,2.2,12.1
18009.65,4.09,4.07,181.6,744,2.3,12
18011.66,4.09,4.07,182.2,744,2.3,12.2
18013.67,4.09,4.07,181.2,740,2.3,12
18015.68,4.09,4.07,181.7,744,2.3,12
18017.69,4.09,4.07,182.5,748,2.3,12.2
18019.7,4.09,4.07,180.7,740,2.3,12.1
18021.7,4.09,4.07,182,744,2.3,12
18023.72,4.09,4.07,181.3,740,2.2,11.7
18025.73,4.09,4.07,179.8,740,2.3,12.2
18027.73,4.09,4.07,182.3,744,2.3,12.2
18029.74,4.09,4.07,181.3,744,2.3,12
18031.75,4.09,4.07,180.5,738,2.3,12.2
18033.76,4.09,4.07,182.2,744,2.2,12
18035.77,4.09,4.07,181.9,744,2.2,12
18037.78,4.09,4.07,182.5,748,2.3,12.1
18039.79,4.09,4.07,182.6,748,2.3,11.9
18041.8,4.09,4.07,179.7,734,2.2,11.9
18043.81,4.09,4.07,183.3,750,2.2,11.9
18045.82,4.09,4.07,182.6,744,2.3,12.1
18047.83,4.09,4.07,182.3,748,2.2,11.9
18049.83,4.09,4.07,180.4,738,2.4,12
18051.84,4.09,4.07,180.7,740,2.3,12
