Time,Bus Voltage,Voltage,Current,Power,Temperature,Humidity
22927.05,4.12,4.1,121.9,498,0.5,6.4
22929.06,4.12,4.1,127.1,524,0.5,6.3
22931.07,4.12,4.11,124,512,0.4,6.4
22933.08,4.12,4.1,126.6,524,0.5,6.1
22935.09,4.12,4.11,127.2,524,0.4,6.3
22937.1,4.12,4.11,126.8,524,0.5,6.1
22939.11,4.12,4.1,125.9,518,0.4,6.2
22941.12,4.12,4.11,127.4,524,0.4,6.3
22943.13,4.12,4.11,127.1,524,0.4,6.4
22945.14,4.12,4.11,127.9,528,0.4,6.3
22947.15,4.12,4.11,127.7,524,0.4,6.4
22949.16,4.12,4.11,126.7,522,0.4,6.3
22951.17,4.12,4.1,128,528,0.4,6.3
22953.18,4.12,4.11,126.8,522,0.4,6.4
22955.19,4.12,4.1,127.8,528,0.4,6.2
22957.2,4.12,4.11,127.4,524,0.4,6.4
22959.21,4.12,4.11,127.1,524,0.4,6.4
22961.22,4.12,4.1,127.3,528,0.4,6.1
22963.23,4.12,4.11,127,524,0.4,6.4
22965.23,4.12,4.11,128.1,524,0.4,6.4
22967.25,4.12,4.11,126.2,512,0.4,6.3
22969.25,4.12,4.11,128.9,530,0.4,6.5
22971.26,4.12,4.11,128.4,528,0.4,6.5
22973.27,4.12,4.11,127.9,528,0.4,6.3
22975.28,4.12,4.11,127.9,528,0.3,6.3
22977.29,4.12,4.11,127.3,524,0.4,6
22979.31,4.12,4.1,125.8,518,0.3,6.4
22981.31,4.12,4.11,126.1,518,0.3,6.3
22983.32,4.12,4.1,125.8,518,0.4,6.4
22985.33,4.12,4.1,126,518,0.3,6.3
22987.34,4.11,4.1,124.2,512,0.3,6.2
22989.35,4.12,4.1,121.4,498,0.3,6.2
22991.36,4.12,4.11,126.7,522,0.3,6.4
22993.37,4.12,4.11,126.6,522,0.3,6.1
22995.38,4.12,4.1,126.7,524,0.3,6.3
22997.39,4.12,4.1,127.1,524,0.3,6.3
22999.4,4.12,4.1,126.6,522,0.3,6.3
23001.41,4.12,4.1,127.1,524,0.3,6.4
23003.42,4.12,4.1,127,524,0.3,6.2
23005.42,4.12,4.11,125.6,518,0.3,6.2
23007.44,4.12,4.11,126.9,522,0.3,6.4
23009.44,4.12,4.11,125.3,514,0.3,6.3
23011.46,4.12,4.11,129.4,530,0.3,6.3
23013.47,4.12,4.11,128.7,528,0.3,6.4
23015.48,4.12,4.11,128,528,0.3,6.3
23017.49,4.12,4.11,126.8,528,0.3,6.4
23019.5,4.12,4.1,128.1,528,0.3,6.2
23021.5,4.12,4.11,127.4,524,0.2,6.3
23023.51,4.12,4.1,123,508,0.3,6.4
23025.52,4.11,4.1,123.2,504,0.2,6.4
23027.53,4.12,4.1,126,518,0.2,6.3
23029.54,4.12,4.1,124.8,514,0.2,6.4
23031.55,4.12,4.1,125.2,518,0.2,6.4
23033.56,4.12,4.1,125.5,518,0.3,6
23035.57,4.12,4.1,123.7,512,0.3,6.4
23037.58,4.12,4.1,125.5,518,0.2,6.3
23039.59,4.12,4.11,126.1,518,0.2,6.3
23041.6,4.12,4.1,122.4,508,0.2,6.4
23043.61,4.12,4.1,123.3,518,0.2,6.2
23045.62,4.12,4.11,126.1,522,0.2,6.4
23047.63,4.12,4.11,126,522,0.2,6.4
23049.64,4.12,4.1,124.8,512,0.2,6.4
23051.65,4.12,4.1,128.5,530,0.2,6.2
23053.66,4.12,4.11,126.7,524,0.2,6.4
23055.66,4.12,4.11,125.7,518,0.2,6.5
23057.67,4.12,4.11,126.3,522,0.2,6.4
23059.68,4.12,4.11,127.5,524,0.2,6.4
23061.69,4.12,4.11,126.1,518,0.2,6.4
23063.7,4.12,4.11,127,524,0.2,6.5
23065.71,4.12,4.11,126.5,522,0.2,6.4
23067.72,4.12,4.11,121.7,502,0.2,6.5
23069.73,4.12,4.1,124.2,512,0.2,6.5
23071.74,4.12,4.11,125,514,0.3,6.5
23073.75,4.12,4.1,125.8,512,0.2,6.5
23075.76,4.12,4.1,124.6,514,0.2,6.4
23077.77,4.12,4.1,124.7,514,0.2,6.5
23079.78,4.12,4.1,121.6,498,0.2,6.4
23081.79,4.12,4.1,124.9,514,0.3,6.4
23083.8,4.12,4.11,124.6,512,0.2,6.5
23085.81,4.12,4.1,125.9,518,0.2,6.5
23087.82,4.12,4.11,126.1,522,0.2,6.5
23089.83,4.12,4.1,122.7,514,0.2,6.6
23091.83,4.12,4.1,123.3,508,0.2,6.7
23093.84,4.12,4.11,126.4,522,0.2,6.7
23095.85,4.12,4.1,123.6,508,0.3,6.7
23097.86,4.12,4.1,126.3,518,0.3,6.7
23099.87,4.12,4.11,126,518,0.2,6.6
23101.88,4.12,4.11,126.1,522,0.3,6.7
23103.89,4.12,4.11,124.5,512,0.3,6.7
23105.9,4.12,4.11,125.8,518,0.3,6.8
23107.91,4.12,4.11,126.1,518,0.3,6.7
23109.92,4.12,4.1,124.3,518,0.3,6.7
23111.93,4.12,4.1,125.7,518,0.3,6.7
23113.94,4.12,4.11,122.6,504,0.3,6.6
23115.95,4.12,4.1,125.5,514,0.3,6.8
23117.96,4.12,4.11,124.7,514,0.3,6.8
23119.97,4.12,4.1,124.4,512,0.3,6.8
23121.98,4.12,4.1,125.8,518,0.3,6.8
23123.99,4.12,4.11,126.3,514,0.3,6.8
23126,4.12,4.11,125.4,518,0.3,6.8
23128.01,4.12,4.11,125.3,518,0.3,6.9
23130.02,4.12,4.11,124.7,514,0.3,6.9
23132.03,4.12,4.1,125.3,518,0.3,6.9
23134.04,4.12,4.1,125.8,518,0.3,6.9
23136.05,4.12,4.1,124.4,512,0.4,6.8
23138.06,4.12,4.11,125,514,0.4,6.9
23140.07,4.12,4.1,120.9,502,0.3,6.9
23142.08,4.12,4.11,125.1,514,0.4,7
23144.08,4.12,4.11,124.2,514,0.4,7
23146.1,4.12,4.1,124.6,514,0.4,7
23148.1,4.12,4.11,124.9,514,0.4,7
23150.11,4.12,4.11,124.6,514,0.4,7.1
23152.12,4.12,4.11,124.8,514,0.4,6.9
23154.14,4.12,4.1,122.8,504,0.4,7
23156.15,4.12,4.11,124.6,518,0.4,7
23158.15,4.12,4.11,124.6,514,0.4,7
23160.16,4.12,4.11,122.8,504,0.4,6.9
23162.17,4.12,4.1,123.2,508,0.4,7.2
23164.18,4.12,4.11,123.8,512,0.4,7
23166.19,4.12,4.11,125.2,508,0.4,7.1
23168.2,4.12,4.11,124.4,512,0.4,7
23170.21,4.12,4.11,123.3,508,0.4,7
23172.22,4.12,4.11,124.8,514,0.4,7.1
23174.23,4.12,4.11,123.6,508,0.4,7.2
23176.24,4.12,4.11,123.6,514,0.5,7
23178.25,4.12,4.11,125,514,0.4,7
23180.26,4.12,4.1,124.8,514,0.5,7.1
23182.27,4.12,4.11,124.7,514,0.5,7.2
23184.28,4.12,4.11,124.5,512,0.5,7.2
23186.29,4.12,4.11,124.6,514,0.5,7.2
23188.3,4.12,4.11,124.3,514,0.5,7.2
23190.31,4.12,4.11,123.8,512,0.5,7.3
23192.32,4.12,4.11,122.4,504,0.6,7.4
23194.33,4.12,4.11,122.6,512,0.5,7.4
23196.34,4.12,4.11,124.2,512,0.5,7.2
23198.35,4.12,4.11,124.8,514,0.5,7.4
23200.36,4.12,4.11,124.8,514,0.6,7.2
23202.36,4.12,4.11,124.8,514,0.5,7.5
23204.37,4.12,4.11,124.5,514,0.5,7.1
23206.39,4.12,4.11,125.6,518,0.5,7.4
23208.39,4.12,4.11,125.4,518,0.5,7.3
23210.41,4.12,4.11,121.9,502,0.5,7.3
23212.41,4.12,4.1,123.6,508,0.6,7.4
23214.42,4.12,4.11,121.6,502,0.6,7.3
23216.43,4.12,4.1,121.7,502,0.6,7.3
23218.44,4.12,4.11,123.5,508,0.6,7.5
23220.45,4.12,4.1,120.3,494,0.6,7.4
23222.46,4.12,4.11,124.1,512,0.6,7.5
23224.47,4.12,4.1,122.4,494,0.6,7.6
23226.48,4.12,4.1,123.6,508,0.6,7.4
23228.49,4.12,4.11,123.5,508,0.7,7.3
23230.5,4.12,4.11,124.9,514,0.7,7.4
23232.51,4.12,4.1,124.3,512,0.6,7.2
23234.52,4.12,4.11,122.3,504,0.7,7.5
23236.53,4.12,4.1,120.2,494,0.7,7.4
23238.54,4.12,4.1,122.7,512,0.6,7.3
23240.55,4.12,4.11,126,518,0.7,7.6
23242.56,4.12,4.11,124.3,512,0.6,7.5
23244.57,4.12,4.11,124.2,512,0.7,7.7
23246.58,4.12,4.1,123.5,518,0.7,7.4
23248.58,4.12,4.11,125.5,518,0.7,7.4
23250.59,4.12,4.11,124.4,518,0.7,7.4
23252.6,4.12,4.11,124.6,514,0.7,7.6
23254.61,4.12,4.11,121.5,502,0.7,7.6
23256.62,4.12,4.1,121.3,494,0.7,7.7
23258.63,4.12,4.11,122.9,508,0.7,7.7
23260.64,4.12,4.11,123.2,508,0.7,7.6
23262.65,4.12,4.1,122.3,514,0.7,7.6
23264.66,4.12,4.11,124.3,512,0.7,7.8
23266.67,4.12,4.11,123.8,508,0.8,8
23268.68,4.12,4.11,121.8,494,0.7,7.7
23270.69,4.12,4.11,123.4,508,0.8,7.6
23272.7,4.12,4.1,123.5,508,0.8,7.8
23274.71,4.12,4.11,124.1,512,0.7,7.9
23276.72,4.12,4.11,124,512,0.8,7.9
23278.73,4.12,4.11,123.9,512,0.8,7.9
23280.74,4.12,4.11,124.4,512,0.8,8
23282.75,4.12,4.11,124.8,512,0.8,8
23284.76,4.12,4.11,122.3,504,0.8,7.8
23286.77,4.12,4.11,124.4,512,0.8,8
23288.78,4.12,4.11,122.3,512,0.9,8
23290.78,4.12,4.11,122.2,504,0.8,7.9
23292.8,4.12,4.11,124.2,512,0.8,8.1
23294.81,4.12,4.11,122.4,508,0.8,7.9
23296.82,4.12,4.11,123.7,512,0.8,8
23298.83,4.12,4.11,123.9,512,0.9,7.9
23300.83,4.12,4.11,125.4,512,0.8,8
23302.84,4.12,4.11,125,518,0.9,7.9
23304.85,4.12,4.11,125.6,518,0.9,7.8
23306.86,4.12,4.11,124.3,512,0.9,7.8
23308.87,4.12,4.11,122.6,504,0.9,7.9
23310.88,4.12,4.11,124.4,514,0.9,7.9
23312.89,4.12,4.11,122.5,504,0.9,7.9
23314.9,4.12,4.1,118.1,484,0.9,8
23316.91,4.12,4.11,122.5,504,1,8.1
23318.92,4.12,4.11,122.7,504,0.9,7.9
23320.93,4.12,4.1,120.2,494,0.9,8
23322.94,4.12,4.11,123.5,512,1,8.1
23324.95,4.12,4.1,119.6,492,1,8.1
23326.96,4.12,4.11,124.4,512,0.9,8
23328.97,4.12,4.11,122.1,504,1,8.2
23330.98,4.12,4.11,123.4,508,1,8.2
23332.99,4.12,4.11,123.3,508,1,8.1
23335,4.12,4.11,124.1,508,1,8.1
23337,4.12,4.11,123.4,508,1,8.3
23339.01,4.12,4.11,123.9,512,1,8.1
23341.02,4.12,4.11,122.8,504,1.1,8.1
23343.03,4.12,4.11,124.9,512,1.1,8
23345.05,4.12,4.11,123.9,504,1.1,8.2
23347.05,4.12,4.11,122.3,504,1.1,8.1
23349.06,4.12,4.11,123.6,508,1.1,8.3
23351.07,4.12,4.11,124,512,1,8.1
23353.08,4.12,4.11,123.3,512,1.1,8.3
23355.09,4.12,4.11,123.2,508,1.1,8.3
23357.1,4.12,4.11,123.3,502,1.1,8.3
23359.11,4.12,4.1,123.6,508,1.1,8.4
23361.12,4.12,4.11,122.9,504,1.1,8.3
23363.13,4.12,4.11,122.3,504,1.1,8.2
23365.14,4.12,4.11,123,508,1.1,8.2
23367.15,4.12,4.11,124,512,1.2,8.7
23369.16,4.12,4.11,124.1,512,1.2,8.4
23371.17,4.12,4.11,124.1,512,1.2,8.4
23373.18,4.12,4.11,122.8,508,1.2,8.4
23375.18,4.12,4.1,121.5,502,1.2,8.6
23377.2,4.12,4.1,121.3,502,1.2,8.6
23379.2,4.12,4.11,122.3,498,1.2,8.6
23381.22,4.12,4.11,121.7,502,1.2,8.7
23383.23,4.12,4.11,121.3,502,1.2,8.6
23385.24,4.12,4.11,121.8,502,1.2,8.8
23387.25,4.12,4.11,122.7,494,1.2,8.5
23389.25,4.12,4.11,118,484,1.2,8.5
23391.26,4.12,4.11,120.5,498,1.2,8.5
23393.27,4.12,4.11,123.9,512,1.3,9
23395.28,4.12,4.11,125.2,514,1.2,8.6
23397.29,4.12,4.11,125,514,1.2,8.7
23399.3,4.12,4.11,123.3,508,1.2,8.9
23401.31,4.12,4.11,123.8,508,1.2,8.6
23403.32,4.12,4.11,122.7,504,1.2,8.7
23405.33,4.12,4.1,121.1,498,1.2,8.9
23407.34,4.12,4.11,122.6,494,1.3,9
23409.35,4.12,4.11,123.4,508,1.3,8.8
23411.36,4.12,4.11,123.6,508,1.3,8.7
23413.37,4.12,4.11,123.7,512,1.2,8.6
23415.38,4.12,4.11,125.3,514,1.2,8.7
23417.39,4.12,4.11,124.4,512,1.3,8.8
23419.4,4.12,4.11,123.1,508,1.3,8.9
23421.41,4.12,4.11,122.3,504,1.3,8.8
23423.42,4.12,4.11,122.4,504,1.3,8.9
23425.42,4.12,4.11,121.5,498,1.3,8.8
23427.44,4.12,4.11,121.4,502,1.3,8.9
23429.44,4.12,4.11,123.5,508,1.4,9.1
23431.45,4.12,4.11,124.1,512,1.3,9
23433.47,4.12,4.11,124.8,512,1.3,8.9
23435.47,4.12,4.11,124.4,512,1.3,9.2
23437.49,4.12,4.11,122.1,504,1.4,9
23439.49,4.12,4.11,121.9,488,1.4,9.1
23441.5,4.12,4.11,121.3,502,1.4,9
23443.51,4.12,4.11,124.8,514,1.4,9
23445.52,4.12,4.11,119.8,494,1.4,9.3
23447.53,4.12,4.11,124.6,514,1.3,9.2
23449.54,4.12,4.11,122.6,508,1.4,9.1
23451.55,4.12,4.11,120.1,494,1.4,9
23453.56,4.12,4.11,123,508,1.4,9.1
23455.57,4.12,4.11,121.8,502,1.4,9.3
23457.58,4.12,4.1,119,492,1.4,9.1
23459.59,4.12,4.11,122.6,504,1.3,9.2
23461.6,4.12,4.11,123,508,1.4,9.5
23463.61,4.12,4.1,121.5,502,1.4,9.3
23465.62,4.12,4.11,123.3,504,1.4,9.1
23467.62,4.12,4.11,122.7,504,1.4,9.2
23469.64,4.12,4.11,124.2,512,1.4,9.4
23471.65,4.12,4.11,123.6,508,1.4,9.4
23473.66,4.12,4.11,121,498,1.4,9.4
23475.66,4.12,4.11,121.3,504,1.4,9.5
23477.67,4.12,4.11,122.6,508,1.4,9.4
23479.68,4.12,4.1,121.1,498,1.5,9.3
23481.69,4.12,4.11,120.4,494,1.5,9.4
23483.7,4.12,4.11,122.5,504,1.5,9.4
23485.71,4.12,4.11,122.8,504,1.4,9.5
23487.72,4.12,4.11,123.2,508,1.5,9.3
23489.73,4.12,4.11,122.6,504,1.5,9.4
23491.74,4.12,4.11,123.9,512,1.4,9.4
23493.75,4.12,4.11,123.7,508,1.4,9.6
23495.76,4.12,4.11,122.1,504,1.5,9.3
23497.77,4.12,4.11,121.4,502,1.5,9.5
23499.78,4.12,4.11,121.5,498,1.5,9.5
23501.79,4.12,4.11,122.2,504,1.5,9.6
23503.8,4.12,4.11,122.4,504,1.5,9.6
23505.81,4.12,4.11,125.2,518,1.5,9.6
23507.82,4.12,4.11,122.3,494,1.5,9.6
23509.83,4.12,4.11,122.3,504,1.5,9.7
23511.84,4.12,4.11,118.9,488,1.5,9.5
23513.84,4.12,4.11,120.7,498,1.5,9.3
23515.85,4.12,4.11,120.2,498,1.5,9.5
23517.86,4.12,4.11,123.5,508,1.5,9.5
23519.87,4.12,4.11,122.9,508,1.5,9.8
23521.89,4.12,4.11,124.6,514,1.6,9.5
23523.89,4.12,4.11,123.5,504,1.5,9.8
23525.9,4.12,4.11,122.6,502,1.5,9.7
23527.91,4.12,4.11,122.3,502,1.5,9.6
23529.92,4.12,4.11,120.6,498,1.5,9.6
23531.93,4.12,4.11,118.4,488,1.5,9.6
23533.94,4.12,4.11,121.3,498,1.5,9.8
23535.95,4.12,4.11,122.4,504,1.6,9.7
23537.96,4.12,4.11,122.3,504,1.5,9.7
23539.97,4.12,4.11,123,508,1.6,9.7
23541.98,4.12,4.11,122.7,504,1.5,9.9
23543.99,4.12,4.11,121.1,498,1.6,9.8
23546,4.12,4.11,120,502,1.5,9.6
23548.01,4.12,4.11,121.2,502,1.6,9.8
23550.02,4.12,4.11,121.7,502,1.6,9.9
23552.03,4.12,4.11,120.5,494,1.6,9.9
23554.04,4.12,4.11,121.5,502,1.6,9.9
23556.05,4.12,4.11,121.8,502,1.6,9.9
23558.06,4.12,4.11,120.9,498,1.6,9.9
23560.07,4.12,4.11,123.7,512,1.6,10
23562.08,4.12,4.11,121.6,498,1.6,9.8
23564.08,4.12,4.11,121.7,502,1.6,9.8
23566.09,4.12,4.11,122,502,1.6,9.9
23568.1,4.12,4.11,118.3,492,1.6,10
23570.11,4.12,4.11,120.1,494,1.6,10
23572.12,4.12,4.11,120.8,498,1.6,10.1
23574.13,4.12,4.11,122.8,504,1.6,10.2
23576.14,4.12,4.11,123.4,508,1.7,10.2
23578.15,4.12,4.11,121.3,502,1.6,10.1
23580.16,4.12,4.11,122.3,504,1.7,10
23582.17,4.12,4.11,121,498,1.6,10
23584.18,4.12,4.11,122.2,504,1.7,10.1
23586.19,4.12,4.11,121.4,502,1.6,9.9
23588.2,4.12,4.11,121.8,502,1.7,10.1
23590.21,4.12,4.11,121.7,502,1.7,10.1
23592.22,4.12,4.1,116.6,478,1.6,10.1
23594.23,4.12,4.11,118.5,488,1.7,10.1
23596.24,4.12,4.11,120.5,498,1.7,10
23598.25,4.12,4.11,121.5,502,1.7,10.1
23600.26,4.12,4.11,121.4,502,1.7,10.2
23602.26,4.12,4.11,121.2,502,1.7,10.1
23604.28,4.12,4.11,121.4,502,1.7,10.1
23606.28,4.12,4.11,122,504,1.7,10.2
23608.3,4.12,4.11,120.6,494,1.7,10.1
23610.31,4.12,4.11,116.1,478,1.7,10.2
23612.32,4.12,4.11,121.2,502,1.7,10.1
23614.33,4.12,4.11,122.2,498,1.7,10.2
23616.33,4.12,4.11,121.8,502,1.7,10
23618.34,4.12,4.11,118.4,488,1.7,10.3
23620.35,4.12,4.11,118.3,488,1.7,10.3
23622.36,4.12,4.11,121.5,502,1.7,10.1
23624.37,4.12,4.11,122.4,504,1.7,10.3
23626.38,4.12,4.11,121,498,1.7,10.2
23628.39,4.12,4.11,120.2,494,1.6,10.3
23630.4,4.12,4.11,120.3,502,1.7,10.4
23632.41,4.12,4.11,122.3,502,1.7,10.3
23634.42,4.12,4.11,120.6,498,1.7,10.3
23636.43,4.12,4.11,115.9,478,1.7,10.3
23638.44,4.12,4.11,120.7,498,1.7,10.4
23640.45,4.12,4.11,121.6,502,1.7,10.5
23642.46,4.12,4.11,121,498,1.7,10.4
23644.47,4.12,4.11,123,502,1.7,10.4
23646.48,4.12,4.11,122.1,504,1.8,10.4
23648.49,4.12,4.11,121.6,502,1.8,10.4
23650.5,4.12,4.11,118.9,494,1.7,10.4
23652.51,4.12,4.11,120.4,502,1.8,10.5
23654.52,4.12,4.1,118,488,1.8,10.5
23656.52,4.12,4.11,119.3,492,1.8,10.4
23658.54,4.12,4.11,120.3,494,1.8,10.5
23660.55,4.12,4.11,121,498,1.8,10.4
23662.56,4.12,4.11,121.5,502,1.8,10.4
23664.57,4.12,4.11,121.1,498,1.8,10.5
23666.58,4.12,4.11,120.5,508,1.8,10.3
23668.58,4.12,4.11,121.1,502,1.8,10.4
23670.59,4.12,4.11,118,484,1.8,10.3
23672.6,4.12,4.11,121.5,502,1.8,10.4
23674.61,4.13,4.12,120.1,494,1.8,10.4
23676.62,4.12,4.11,120.3,502,1.8,10.5
23678.63,4.12,4.11,117.5,484,1.8,10.6
23680.64,4.12,4.11,120.4,498,1.8,10.2
23682.65,4.12,4.11,120.9,502,1.8,10.4
23684.66,4.12,4.11,121,498,1.8,10.3
23686.67,4.12,4.11,121.7,502,1.8,10.5
23688.68,4.12,4.11,121.5,498,1.9,10.4
23690.69,4.12,4.11,120.3,494,1.8,10.4
23692.7,4.12,4.11,116.7,482,1.8,10.4
23694.71,4.12,4.11,121.5,502,1.8,10.7
23696.72,4.12,4.11,121.4,502,1.9,10.6
23698.73,4.12,4.11,119.7,502,1.9,10.7
23700.74,4.12,4.11,119.6,494,1.8,10.5
23702.75,4.12,4.11,119.1,492,1.9,10.5
23704.75,4.12,4.11,119.4,492,1.9,10.5
23706.76,4.12,4.11,119.5,492,1.9,10.7
23708.77,4.12,4.11,120.9,498,1.9,10.7
23710.78,4.12,4.11,121.8,494,1.9,10.6
23712.79,4.12,4.11,120.7,494,1.9,10.6
23714.8,4.13,4.12,121.8,502,1.9,10.6
23716.81,4.13,4.12,122.9,504,1.9,10.6
23718.82,4.12,4.11,119.9,494,1.9,10.5
23720.83,4.12,4.11,120.5,498,1.9,10.6
23722.84,4.12,4.11,119.9,494,1.9,10.6
23724.85,4.12,4.11,118.5,488,1.9,10.7
23726.86,4.12,4.11,116,488,1.9,10.7
23728.87,4.12,4.11,121,502,1.9,10.6
23730.88,4.13,4.12,122.4,504,1.9,10.8
23732.89,4.12,4.11,120.3,498,1.9,10.8
23734.9,4.12,4.11,120.1,494,1.9,10.7
23736.91,4.12,4.11,118.7,484,1.9,10.8
23738.92,4.12,4.11,120.9,488,1.9,10.8
23740.92,4.12,4.11,122.3,504,1.9,10.7
23742.93,4.12,4.11,120.8,498,1.9,10.8
23744.94,4.13,4.12,118.8,498,1.9,10.8
23746.95,4.12,4.11,120.1,494,1.9,10.9
23748.96,4.12,4.11,119.5,492,1.9,10.9
23750.97,4.12,4.11,120,494,1.9,10.9
23752.98,4.12,4.11,120.4,488,2,10.9
23754.99,4.12,4.11,120.2,492,1.9,11
23757,4.12,4.11,116.8,482,1.9,10.7
23759.01,4.12,4.11,118.2,488,2,11
23761.02,4.12,4.11,117.9,488,2,10.9
23763.03,4.12,4.11,114.4,472,2,11.1
23765.04,4.12,4.11,120,494,2,11
23767.05,4.12,4.11,119.7,494,2,10.8
23769.06,4.12,4.11,119.6,492,2,10.9
23771.07,4.12,4.11,119.7,494,2,11
23773.08,4.12,4.11,117.9,484,2,11.1
23775.09,4.12,4.11,118.9,492,2,11
23777.1,4.12,4.11,117.8,484,2,11
23779.11,4.12,4.11,118.3,488,2,11
23781.12,4.12,4.11,119.1,492,2,11
23783.13,4.12,4.11,118.4,488,2,11
23785.14,4.12,4.11,120.8,498,2,11.1
23787.15,4.12,4.11,118.1,488,2,11.2
23789.16,4.12,4.11,115.9,492,2,10.9
23791.16,4.13,4.12,121,498,2,11
23793.18,4.12,4.11,119.3,492,2,11.2
23795.18,4.12,4.11,118.7,488,1.9,11.1
23797.19,4.12,4.11,114.9,472,2,11
23799.2,4.12,4.11,120.7,498,2,11
23801.21,4.12,4.11,120,494,2,11.1
23803.23,4.12,4.11,120.8,498,2,11.1
23805.23,4.12,4.11,118.9,492,2,11.1
23807.24,4.12,4.11,120.1,494,2,11.2
23809.25,4.12,4.11,117.4,484,2,11.2
23811.26,4.12,4.11,119.8,494,2,11.1
23813.27,4.12,4.11,118.4,488,2,11.2
23815.28,4.12,4.11,118.7,488,2,11.2
23817.29,4.12,4.11,119.2,492,2,11.3
23819.3,4.12,4.11,120,494,2,11.2
23821.31,4.12,4.11,119.3,492,2,11.3
23823.32,4.12,4.11,119.8,494,2,11.2
23825.33,4.12,4.11,118.7,488,2,11.3
23827.34,4.12,4.11,118.8,488,2,11.2
23829.35,4.12,4.11,118.5,488,2,11.3
23831.36,4.12,4.11,119.4,492,2,11.2
23833.36,4.12,4.11,118.9,488,2,11.2
23835.37,4.12,4.11,118.4,488,2,11.3
23837.39,4.12,4.11,119.2,492,2.1,11.3
23839.39,4.12,4.11,119,492,2,11.3
23841.4,4.12,4.11,118.8,494,2.1,11.4
23843.41,4.12,4.11,120.1,494,2.1,11.3
23845.42,4.13,4.12,120.2,494,2,11.2
23847.43,4.12,4.11,119,488,2.1,11.2
23849.44,4.12,4.11,118.6,488,2,11.2
23851.45,4.12,4.11,119.8,494,2.1,11.3
23853.46,4.12,4.11,118.3,492,2,11.4
23855.47,4.12,4.11,116.7,482,2.1,11.3
23857.48,4.12,4.11,118,484,2.1,11.4
23859.49,4.12,4.11,117.4,484,2.1,11.5
23861.5,4.12,4.11,118.7,488,2.1,11.5
23863.51,4.12,4.11,119,492,2.1,11.4
23865.52,4.12,4.11,119.5,488,2.1,11.5
23867.53,4.13,4.12,119,492,2.1,11.5
23869.54,4.12,4.11,119.5,492,2.1,11.5
23871.55,4.12,4.11,117.7,484,2.1,11.4
23873.55,4.12,4.11,118.9,492,2.1,11.4
23875.56,4.13,4.12,118.4,488,2,11.4
23877.57,4.12,4.11,118.7,492,2.1,11.4
23879.58,4.12,4.11,118.1,484,2.1,11.3
23881.59,4.12,4.11,119.3,488,2.1,11.6
23883.6,4.12,4.11,117.4,478,2.1,11.5
23885.61,4.12,4.11,118.4,488,2.1,11.6
23887.62,4.12,4.11,120.2,492,2.1,11.6
23889.63,4.12,4.11,118.9,492,2.1,11.5
23891.64,4.12,4.11,118,488,2.2,11.5
23893.65,4.12,4.11,117.7,488,2.1,11.6
23895.66,4.12,4.11,118.3,488,2.1,11.6
23897.67,4.12,4.11,118.2,488,2.1,11.5
23899.68,4.12,4.11,118.2,488,2.1,11.4
23901.69,4.12,4.11,118.2,488,2.2,11.6
23903.7,4.12,4.11,118.1,484,2.1,11.5
23905.7,4.12,4.11,118.2,488,2.2,11.5
23907.72,4.12,4.11,117.4,484,2.1,11.5
23909.73,4.12,4.11,119.5,488,2.1,11.5
23911.74,4.12,4.11,117.4,484,2.2,11.6
23913.75,4.12,4.11,116.5,478,2.1,11.5
23915.76,4.12,4.11,118.4,488,2.1,11.6
23917.76,4.12,4.11,118.7,488,2.2,11.6
23919.78,4.12,4.11,118.1,488,2.1,11.6
23921.78,4.12,4.11,119,492,2.2,11.6
23923.8,4.12,4.11,116.2,488,2.1,11.6
23925.81,4.12,4.11,120,494,2.1,11.5
23927.82,4.12,4.11,113.3,466,2.1,11.6
23929.83,4.12,4.11,117,482,2.1,11.6
23931.84,4.12,4.11,112,462,2.2,11.6
23933.85,4.12,4.11,115.4,476,2.2,11.6
23935.86,4.12,4.11,114.5,472,2.2,11.7
23937.87,4.12,4.11,118,488,2.1,11.7
23939.88,4.12,4.11,117.4,484,2.2,11.7
23941.89,4.12,4.11,119.3,492,2.1,11.7
23943.9,4.12,4.11,118.3,488,2.2,11.7
23945.91,4.12,4.11,118.2,494,2.1,11.7
23947.92,4.12,4.11,118.3,482,2.2,11.7
23949.92,4.12,4.11,114.2,472,2.2,11.8
23951.93,4.12,4.11,117.3,488,2.2,11.6
23953.94,4.12,4.11,117.3,484,2.1,11.7
23955.95,4.12,4.11,118.9,482,2.2,11.7
23957.96,4.12,4.11,117.5,484,2.2,11.6
23959.97,4.12,4.11,118,484,2.2,11.7
23961.98,4.12,4.11,118.2,488,2.2,11.7
23963.99,4.13,4.12,118.6,488,2.1,11.7
23966,4.13,4.12,118.1,488,2.2,11.7
23968.01,4.12,4.11,118.4,488,2.2,11.7
23970.02,4.13,4.12,118.9,488,2.2,11.8
23972.03,4.12,4.11,117,482,2.2,11.7
23974.04,4.12,4.11,117.2,484,2.2,11.7
23976.05,4.13,4.12,116.9,484,2.2,11.6
23978.06,4.12,4.11,110.6,462,2.2,11.9
23980.07,4.12,4.11,117.8,484,2.1,11.7
23982.08,4.12,4.11,114.8,478,2.2,11.7
23984.09,4.12,4.11,118.1,484,2.2,11.8
23986.1,4.12,4.11,117.2,484,2.2,11.7
23988.1,4.12,4.11,117.8,488,2.2,11.8
