Time,Voltage,Current,Power,Temperature,Humidity
0.02,0.65,-0.1,0.0,22.4,32.6
2.05,0.64,-0.1,0.0,22.4,32.6
4.06,0.65,0.0,0.0,22.4,32.5
6.07,0.65,0.0,0.0,22.4,32.4
8.08,0.64,-0.1,0.0,22.3,32.4
10.09,0.65,0.0,0.0,22.4,32.3
12.1,0.64,0.0,0.0,22.4,32.1
14.1,0.64,0.0,0.0,22.4,32.2
16.11,0.68,0.0,0.0,22.3,32.1
18.12,4.07,3.2,13.0,22.4,32.0
20.13,3.99,223.4,891.0,22.4,32.0
22.14,3.99,223.1,891.0,22.4,31.9
24.14,3.99,222.9,890.0,22.4,31.9
26.15,3.99,222.7,890.0,22.4,31.8
28.16,3.99,222.6,888.0,22.4,31.8
30.17,3.99,222.4,888.0,22.4,31.7
32.18,3.99,222.3,888.0,22.4,31.6
34.19,3.99,222.2,886.0,22.4,31.6
36.2,3.99,222.1,886.0,22.4,31.5
38.21,3.99,222.0,886.0,22.4,31.5
40.22,3.99,221.8,885.0,22.4,31.4
42.22,3.99,221.7,885.0,22.4,31.4
44.23,3.99,221.7,885.0,22.4,31.4
46.24,3.99,221.5,883.0,22.4,31.3
48.25,3.99,221.5,883.0,22.4,31.3
50.26,3.99,221.3,883.0,22.4,31.3
52.27,3.99,221.3,883.0,22.4,31.2
54.28,3.99,221.3,883.0,22.4,31.3
56.29,3.99,221.1,881.0,22.4,31.3
58.29,3.99,221.0,881.0,22.4,31.3
60.3,3.99,220.9,881.0,22.4,31.2
62.31,3.99,220.9,881.0,22.5,31.2
64.32,3.99,220.8,880.0,22.5,31.2
66.33,3.99,220.8,880.0,22.5,31.2
68.34,3.99,220.7,880.0,22.5,31.2
70.35,3.99,220.6,880.0,22.5,31.1
72.36,3.99,220.6,880.0,22.5,31.1
74.36,3.99,220.5,880.0,22.5,31.1
76.37,3.99,220.4,878.0,22.5,31.1
78.38,3.99,220.4,878.0,22.5,31.0
80.39,3.99,220.3,878.0,22.5,31.1
82.4,3.99,220.2,878.0,22.5,31.0
84.41,3.99,220.2,878.0,22.5,31.1
86.42,3.99,220.1,878.0,22.5,31.1
88.43,3.99,220.1,878.0,22.5,31.0
90.43,3.99,220.1,877.0,22.5,31.0
92.44,3.99,219.9,877.0,22.5,31.1
94.45,3.98,219.9,877.0,22.5,31.1
96.46,3.99,219.9,877.0,22.5,31.0
98.47,3.99,219.9,877.0,22.5,31.1
100.48,3.99,219.7,877.0,22.5,31.0
102.49,3.99,219.7,877.0,22.5,31.0
104.5,3.98,219.7,877.0,22.5,31.0
106.5,3.99,219.7,875.0,22.5,31.1
108.51,3.98,219.7,877.0,22.5,31.0
110.52,3.98,219.6,875.0,22.5,31.0
112.53,3.98,219.6,875.0,22.5,30.9
114.54,3.99,219.4,875.0,22.5,31.0
116.55,3.98,219.4,875.0,22.5,31.0
118.56,3.98,219.3,875.0,22.5,30.9
120.56,3.99,219.3,873.0,22.5,30.9
122.57,3.99,219.3,873.0,22.5,30.9
124.58,3.98,219.3,873.0,22.5,30.9
126.59,3.98,219.2,873.0,22.5,30.9
128.6,3.98,219.2,873.0,22.5,30.9
130.61,3.98,219.2,873.0,22.5,30.9
132.62,3.98,219.2,875.0,22.5,30.8
134.63,3.98,219.1,873.0,22.5,30.8
136.63,3.99,219.0,873.0,22.5,30.8
138.65,3.98,219.0,873.0,22.5,30.9
140.65,3.98,219.0,873.0,22.5,30.8
142.66,3.98,219.0,873.0,22.5,30.7
144.67,3.98,218.9,872.0,22.5,30.8
146.68,3.98,218.9,872.0,22.5,30.8
148.69,3.98,218.8,872.0,22.5,30.8
150.7,3.98,218.7,872.0,22.5,30.8
152.71,3.99,218.8,872.0,22.5,30.7
154.72,3.98,218.7,872.0,22.5,30.7
156.72,3.98,218.7,872.0,22.5,30.7
158.73,3.98,218.7,872.0,22.5,30.7
160.74,3.98,218.7,872.0,22.5,30.7
162.75,3.98,218.6,872.0,22.5,30.7
164.76,3.98,218.6,872.0,22.5,30.7
166.77,3.98,218.6,872.0,22.5,30.6
168.78,3.98,218.5,870.0,22.5,30.6
170.78,3.98,218.5,870.0,22.5,30.7
172.79,3.98,218.5,870.0,22.5,30.5
174.8,3.98,218.5,870.0,22.5,30.6
176.81,3.98,218.4,870.0,22.5,30.5
178.82,3.98,218.4,870.0,22.5,30.5
180.83,3.98,218.4,870.0,22.5,30.5
182.84,3.98,218.3,870.0,22.5,30.6
184.85,3.98,218.4,870.0,22.5,30.5
186.86,3.98,218.3,870.0,22.5,30.4
188.87,3.98,218.2,870.0,22.5,30.5
190.87,3.98,218.2,870.0,22.5,30.4
192.88,3.98,218.3,870.0,22.5,30.4
194.89,3.98,218.1,870.0,22.5,30.3
196.9,3.98,218.2,870.0,22.5,30.4
198.91,3.98,218.2,870.0,22.5,30.3
200.92,3.98,218.1,868.0,22.5,30.4
202.93,3.98,218.1,868.0,22.5,30.3
204.93,3.98,218.1,868.0,22.5,30.4
206.94,3.98,218.1,868.0,22.5,30.4
208.95,3.98,218.0,868.0,22.5,30.3
210.96,3.98,218.0,868.0,22.5,30.3
212.97,3.98,218.0,868.0,22.5,30.3
214.98,3.98,217.9,868.0,22.5,30.3
216.99,3.98,218.0,868.0,22.5,30.3
219.0,3.98,218.0,868.0,22.5,30.3
221.0,3.98,217.9,868.0,22.5,30.2
223.01,3.98,217.9,868.0,22.5,30.4
225.02,3.98,217.9,868.0,22.5,30.3
