Time,Bus Voltage,Battery Voltage,Current,Power,Temperature,Humidity
6993.41,3.82,3.76,518.9,1980.0,22.4,33.0
6995.42,3.82,3.76,518.9,1980.0,22.4,33.1
6997.43,3.82,3.76,519.0,1982.0,22.4,33.0
6999.44,3.82,3.76,519.1,1976.0,22.4,33.0
7001.45,3.82,3.76,518.6,1980.0,22.4,33.1
7003.46,3.81,3.76,519.2,1980.0,22.4,33.2
7005.47,3.82,3.76,518.9,1980.0,22.4,33.1
7007.48,3.82,3.76,519.0,1980.0,22.4,33.1
7009.49,3.82,3.76,519.0,1980.0,22.4,33.1
7011.5,3.82,3.76,518.7,1980.0,22.4,33.0
7013.51,3.81,3.76,518.6,1980.0,22.4,33.1
7015.52,3.81,3.76,519.1,1980.0,22.4,33.1
7017.52,3.82,3.77,519.0,1980.0,22.4,33.1
7019.53,3.82,3.76,518.6,1980.0,22.4,33.1
7021.54,3.82,3.76,518.6,1980.0,22.4,33.2
7023.55,3.82,3.76,518.9,1980.0,22.4,33.1
7025.56,3.81,3.76,518.5,1980.0,22.4,33.1
7027.57,3.82,3.76,519.0,1980.0,22.4,33.1
7029.58,3.82,3.77,518.9,1980.0,22.4,33.1
7031.6,3.81,3.76,518.9,1980.0,22.4,33.2
7033.6,3.82,3.76,519.0,1980.0,22.4,33.0
7035.62,3.82,3.76,519.0,1980.0,22.4,33.2
7037.62,3.82,3.76,518.6,1980.0,22.4,33.0
7039.63,3.82,3.76,519.0,1980.0,22.4,32.9
7041.64,3.82,3.76,518.9,1980.0,22.4,33.1
7043.65,3.82,3.76,519.0,1980.0,22.4,33.0
7045.66,3.82,3.76,519.3,1980.0,22.4,33.0
7047.67,3.81,3.76,519.0,1980.0,22.4,33.1
7049.68,3.82,3.76,519.1,1982.0,22.4,33.1
7051.69,3.82,3.76,518.6,1980.0,22.4,33.1
7053.7,3.82,3.76,519.2,1982.0,22.4,33.2
7055.71,3.82,3.76,518.4,1980.0,22.4,33.1
7057.72,3.82,3.76,519.0,1980.0,22.4,33.2
7059.73,3.82,3.76,519.2,1980.0,22.4,33.1
7061.73,3.82,3.76,518.8,1980.0,22.4,33.1
7063.74,3.82,3.76,519.3,1982.0,22.4,33.2
7065.75,3.82,3.76,519.2,1982.0,22.4,32.9
7067.76,3.82,3.76,518.6,1980.0,22.4,33.1
7069.77,3.82,3.76,518.6,1980.0,22.4,33.0
7071.78,3.82,3.77,518.9,1980.0,22.4,33.1
7073.79,3.82,3.76,519.1,1980.0,22.5,33.0
7075.81,3.82,3.77,518.8,1980.0,22.4,33.0
7077.82,3.82,3.76,518.8,1980.0,22.4,33.1
7079.83,3.82,3.76,518.3,1980.0,22.4,33.1
7081.84,3.82,3.76,518.9,1980.0,22.4,33.1
7083.85,3.82,3.76,518.8,1980.0,22.4,33.1
7085.85,3.82,3.77,518.8,1980.0,22.4,33.0
7087.86,3.82,3.77,519.0,1980.0,22.4,33.1
7089.87,3.82,3.76,519.0,1980.0,22.4,33.1
7091.88,3.82,3.76,518.9,1982.0,22.4,33.2
7093.89,3.82,3.77,518.6,1982.0,22.4,33.1
7095.9,3.82,3.76,519.1,1980.0,22.4,33.1
7097.91,3.82,3.76,518.9,1980.0,22.4,33.1
7099.92,3.82,3.77,519.2,1982.0,22.4,33.0
7101.93,3.82,3.77,519.0,1980.0,22.4,33.1
7103.94,3.82,3.76,518.9,1982.0,22.4,33.2
7105.95,3.82,3.76,518.9,1982.0,22.4,33.0
7107.96,3.82,3.76,519.0,1982.0,22.4,33.1
7109.97,3.82,3.76,518.8,1980.0,22.4,33.1
7111.98,3.82,3.76,518.8,1980.0,22.4,33.1
7113.99,3.82,3.76,519.3,1980.0,22.4,33.0
7116.0,3.82,3.76,518.6,1980.0,22.4,33.1
7118.01,3.82,3.77,519.0,1982.0,22.4,33.2
7120.02,3.82,3.76,518.6,1982.0,22.4,33.2
7122.03,3.82,3.77,519.0,1980.0,22.4,33.1
7124.04,3.82,3.76,518.3,1980.0,22.4,33.1
7126.05,3.82,3.77,518.6,1980.0,22.4,33.2
7128.06,3.82,3.76,518.8,1982.0,22.4,33.1
7130.06,3.82,3.76,519.0,1982.0,22.4,33.1
7132.08,3.82,3.76,518.9,1980.0,22.4,33.1
7134.08,3.82,3.76,519.0,1980.0,22.4,33.2
7136.09,3.82,3.76,518.7,1980.0,22.4,33.1
7138.1,3.82,3.77,518.8,1980.0,22.4,33.1
7140.11,3.82,3.77,518.7,1982.0,22.4,33.1
7142.12,3.82,3.76,518.9,1980.0,22.4,33.0
7144.13,3.82,3.76,518.8,1980.0,22.4,33.1
7146.14,3.82,3.77,518.9,1980.0,22.4,33.0
7148.15,3.82,3.77,519.1,1982.0,22.4,33.1
7150.16,3.82,3.76,519.2,1982.0,22.4,33.1
7152.17,3.82,3.76,518.6,1982.0,22.4,33.1
7154.18,3.82,3.77,519.2,1982.0,22.4,33.1
7156.19,3.82,3.76,518.6,1980.0,22.4,33.1
7158.2,3.82,3.77,518.9,1980.0,22.4,33.1
7160.21,3.82,3.77,518.9,1982.0,22.4,33.1
7162.22,3.82,3.77,519.0,1982.0,22.4,33.0
7164.23,3.82,3.77,518.8,1980.0,22.4,33.1
7166.24,3.82,3.77,518.8,1982.0,22.4,33.1
7168.25,3.82,3.77,518.6,1982.0,22.4,33.1
7170.26,3.82,3.76,518.9,1982.0,22.4,32.7
7172.27,3.82,3.77,518.9,1982.0,22.4,33.1
7174.27,3.82,3.76,518.8,1982.0,22.4,33.1
7176.28,3.82,3.76,519.1,1982.0,22.4,33.1
7178.29,3.82,3.77,518.8,1982.0,22.4,33.1
7180.3,3.82,3.77,518.9,1982.0,22.4,33.2
7182.31,3.82,3.76,518.8,1982.0,22.4,33.1
7184.32,3.82,3.77,519.1,1982.0,22.4,33.2
7186.33,3.82,3.77,518.7,1982.0,22.4,33.1
7188.34,3.82,3.77,518.6,1982.0,22.4,33.1
7190.35,3.82,3.77,518.6,1982.0,22.4,33.1
7192.36,3.82,3.77,518.6,1982.0,22.4,33.1
7194.37,3.82,3.77,518.8,1980.0,22.4,33.1
7196.38,3.82,3.77,518.6,1982.0,22.4,33.1
7198.39,3.82,3.76,519.0,1980.0,22.4,33.2
7200.4,3.82,3.77,519.3,1982.0,22.4,33.2
7202.41,3.82,3.77,518.9,1982.0,22.4,33.1
7204.42,3.82,3.77,518.7,1982.0,22.4,33.1
7206.43,3.82,3.77,518.9,1982.0,22.4,33.1
7208.44,3.82,3.77,518.6,1982.0,22.4,33.2
7210.45,3.82,3.77,518.8,1982.0,22.4,33.2
7212.46,3.82,3.77,518.9,1982.0,22.4,33.2
7214.47,3.82,3.76,518.9,1982.0,22.4,33.2
7216.47,3.82,3.77,519.2,1982.0,22.4,33.2
7218.48,3.82,3.77,518.5,1980.0,22.4,33.1
7220.49,3.82,3.77,518.8,1982.0,22.4,33.2
7222.5,3.82,3.77,518.9,1982.0,22.4,33.2
7224.51,3.82,3.77,518.9,1982.0,22.4,33.2
7226.52,3.82,3.77,518.7,1982.0,22.4,33.2
7228.53,3.82,3.77,519.1,1982.0,22.4,33.2
7230.54,3.82,3.77,518.9,1982.0,22.4,33.2
7232.55,3.82,3.77,519.2,1982.0,22.4,33.2
7234.56,3.82,3.77,519.0,1982.0,22.4,33.2
7236.57,3.82,3.77,519.0,1986.0,22.4,33.1
7238.58,3.82,3.77,518.6,1982.0,22.4,33.2
7240.59,3.82,3.77,518.7,1982.0,22.4,33.2
7242.6,3.82,3.77,518.7,1982.0,22.4,33.1
7244.61,3.82,3.77,518.9,1986.0,22.4,33.1
7246.62,3.82,3.77,519.0,1982.0,22.4,33.2
7248.63,3.82,3.76,518.8,1982.0,22.4,33.2
7250.64,3.82,3.77,518.9,1982.0,22.4,33.3
7252.65,3.82,3.77,519.1,1982.0,22.4,33.1
7254.66,3.82,3.77,519.4,1982.0,22.5,33.3
7256.67,3.82,3.77,518.6,1982.0,22.4,33.1
7258.68,3.82,3.77,519.0,1982.0,22.4,33.2
7260.68,3.82,3.77,519.0,1986.0,22.4,33.2
7262.69,3.82,3.77,518.7,1982.0,22.4,33.2
7264.7,3.82,3.77,519.2,1982.0,22.4,33.2
7266.71,3.82,3.77,518.8,1982.0,22.4,33.2
7268.72,3.82,3.77,518.9,1982.0,22.4,33.1
7270.73,3.82,3.77,518.8,1982.0,22.4,33.2
7272.75,3.82,3.77,518.5,1982.0,22.4,33.2
7274.76,3.82,3.77,518.9,1982.0,22.4,33.1
7276.77,3.82,3.77,518.9,1982.0,22.4,33.2
7278.78,3.82,3.77,519.0,1982.0,22.4,33.2
7280.79,3.82,3.77,519.4,1986.0,22.4,33.1
7282.79,3.82,3.77,518.9,1982.0,22.4,33.2
7284.8,3.82,3.77,519.3,1982.0,22.4,33.1
7286.81,3.82,3.77,518.7,1982.0,22.4,33.1
7288.82,3.82,3.77,519.1,1982.0,22.4,33.2
7290.83,3.82,3.77,518.8,1982.0,22.4,33.1
7292.84,3.82,3.77,518.8,1982.0,22.4,33.1
7294.85,3.82,3.77,519.1,1980.0,22.4,33.0
7296.86,3.82,3.77,519.0,1986.0,22.4,33.1
7298.87,3.82,3.77,518.9,1986.0,22.4,33.2
7300.88,3.82,3.77,518.8,1982.0,22.4,33.1
7302.89,3.82,3.77,518.9,1982.0,22.4,33.2
7304.9,3.82,3.77,519.0,1982.0,22.4,33.1
7306.91,3.82,3.77,518.7,1982.0,22.4,33.0
7308.92,3.82,3.77,518.8,1982.0,22.4,33.1
7310.93,3.82,3.77,518.6,1982.0,22.4,33.0
7312.94,3.82,3.77,518.5,1980.0,22.4,33.0
7314.95,3.82,3.77,518.8,1982.0,22.4,33.0
7316.96,3.82,3.77,518.8,1982.0,22.4,33.1
7318.97,3.82,3.77,518.8,1982.0,22.4,33.2
7320.98,3.82,3.77,518.7,1982.0,22.4,33.1
7322.99,3.82,3.77,519.0,1982.0,22.4,33.1
7325.0,3.82,3.77,519.0,1982.0,22.4,33.0
7327.0,3.82,3.77,518.9,1986.0,22.4,32.9
7329.01,3.82,3.77,519.2,1982.0,22.4,33.1
7331.02,3.82,3.77,518.5,1982.0,22.4,33.1
7333.03,3.82,3.77,519.3,1982.0,22.4,33.2
7335.04,3.82,3.77,519.3,1982.0,22.4,33.0
7337.05,3.82,3.77,518.8,1982.0,22.4,33.0
7339.06,3.82,3.77,519.1,1986.0,22.4,33.0
7341.07,3.82,3.77,518.8,1982.0,22.4,33.0
7343.08,3.82,3.77,518.5,1982.0,22.4,33.1
7345.09,3.82,3.77,519.0,1986.0,22.4,33.0
7347.1,3.82,3.77,518.6,1986.0,22.4,33.1
7349.1,3.82,3.77,518.8,1986.0,22.4,33.1
7351.11,3.82,3.77,519.0,1986.0,22.4,33.1
7353.12,3.82,3.77,519.1,1986.0,22.4,33.1
7355.13,3.82,3.77,519.2,1982.0,22.4,33.0
7357.14,3.82,3.77,518.5,1982.0,22.4,33.2
7359.15,3.82,3.77,518.8,1986.0,22.4,33.1
7361.17,3.82,3.77,519.2,1986.0,22.4,33.1
7363.18,3.82,3.77,518.8,1982.0,22.4,33.0
7365.19,3.82,3.77,518.6,1982.0,22.4,33.0
7367.2,3.82,3.77,518.9,1986.0,22.4,33.1
7369.21,3.82,3.77,519.2,1986.0,22.4,33.2
7371.21,3.82,3.77,519.1,1986.0,22.4,33.0
7373.22,3.82,3.77,518.9,1986.0,22.4,33.2
7375.23,3.82,3.77,519.0,1986.0,22.4,33.1
7377.24,3.82,3.77,519.2,1982.0,22.4,33.1
7379.25,3.82,3.77,519.0,1982.0,22.5,33.2
7381.26,3.82,3.77,518.8,1982.0,22.4,33.2
7383.27,3.82,3.77,518.9,1982.0,22.4,33.1
7385.28,3.82,3.77,518.7,1982.0,22.4,33.2
7387.29,3.82,3.77,518.9,1986.0,22.4,33.1
7389.3,3.82,3.77,518.9,1986.0,22.4,33.1
7391.31,3.82,3.77,518.8,1986.0,22.4,33.0
7393.32,3.82,3.77,519.0,1986.0,22.4,33.1
7395.33,3.82,3.77,518.5,1986.0,22.4,33.0
7397.34,3.82,3.77,519.0,1986.0,22.4,33.1
7399.35,3.82,3.77,518.9,1986.0,22.4,33.1
7401.36,3.82,3.77,518.9,1986.0,22.4,33.1
7403.37,3.82,3.77,519.1,1986.0,22.4,33.0
7405.38,3.82,3.77,518.9,1982.0,22.4,33.2
7407.39,3.82,3.77,519.2,1986.0,22.4,33.0
7409.4,3.82,3.77,519.2,1986.0,22.4,33.0
7411.41,3.82,3.77,519.2,1986.0,22.4,33.1
7413.42,3.83,3.78,519.0,1986.0,22.4,33.1
7415.43,3.82,3.77,519.1,1986.0,22.4,33.1
7417.43,3.82,3.77,519.3,1986.0,22.4,33.1
7419.44,3.82,3.77,519.0,1982.0,22.5,33.0
7421.45,3.82,3.77,519.0,1986.0,22.4,33.1
7423.46,3.82,3.77,518.9,1986.0,22.4,33.1
7425.47,3.83,3.78,518.8,1982.0,22.4,33.1
7427.48,3.82,3.77,518.6,1986.0,22.4,33.1
7429.49,3.82,3.77,519.0,1986.0,22.4,33.1
7431.5,3.82,3.77,518.9,1986.0,22.4,33.2
7433.51,3.82,3.77,518.7,1982.0,22.4,33.1
7435.52,3.82,3.77,518.9,1986.0,22.4,33.0
7437.53,3.82,3.77,519.0,1986.0,22.4,33.2
7439.54,3.82,3.77,519.2,1986.0,22.5,33.0
7441.55,3.82,3.77,518.9,1986.0,22.4,33.1
7443.56,3.82,3.77,518.6,1982.0,22.5,33.0
7445.57,3.82,3.77,519.2,1986.0,22.4,33.2
7447.58,3.82,3.77,518.9,1986.0,22.4,33.1
7449.59,3.83,3.78,518.9,1986.0,22.4,33.1
7451.6,3.82,3.77,518.8,1982.0,22.4,33.1
7453.61,3.83,3.78,518.9,1986.0,22.4,33.0
7455.62,3.82,3.77,518.9,1986.0,22.4,33.1
7457.63,3.82,3.77,519.2,1986.0,22.4,33.2
7459.64,3.82,3.77,519.0,1986.0,22.4,33.2
7461.64,3.82,3.77,519.2,1982.0,22.4,33.1
7463.65,3.82,3.77,518.9,1986.0,22.4,33.1
7465.66,3.82,3.77,518.8,1982.0,22.4,33.0
7467.67,3.82,3.77,519.0,1986.0,22.4,33.1
7469.68,3.82,3.77,518.8,1982.0,22.4,33.1
7471.69,3.82,3.77,519.1,1986.0,22.5,33.0
7473.7,3.83,3.78,519.0,1986.0,22.4,33.0
7475.71,3.82,3.77,518.7,1986.0,22.4,33.0
7477.72,3.83,3.78,519.1,1986.0,22.4,33.0
7479.73,3.82,3.77,519.3,1986.0,22.4,33.1
7481.74,3.82,3.77,518.8,1982.0,22.4,33.1
7483.75,3.82,3.77,518.9,1986.0,22.4,32.9
7485.76,3.82,3.77,518.9,1986.0,22.4,33.0
7487.77,3.82,3.77,519.0,1986.0,22.4,33.0
7489.78,3.83,3.78,518.6,1986.0,22.4,33.1
7491.79,3.82,3.77,519.3,1986.0,22.5,33.1
7493.8,3.83,3.78,519.1,1986.0,22.4,33.1
7495.81,3.82,3.77,518.4,1982.0,22.4,32.9
7497.82,3.83,3.78,518.8,1982.0,22.4,33.1
7499.83,3.82,3.77,518.8,1982.0,22.4,32.9
7501.84,3.83,3.78,518.8,1982.0,22.4,33.0
7503.85,3.82,3.77,519.3,1986.0,22.4,33.1
7505.85,3.82,3.77,519.2,1986.0,22.4,33.0
7507.86,3.82,3.77,519.1,1986.0,22.4,33.1
7509.87,3.82,3.77,519.1,1986.0,22.4,33.1
7511.88,3.82,3.77,519.0,1986.0,22.4,33.0
7513.89,3.83,3.78,518.9,1986.0,22.4,33.0
7515.9,3.82,3.77,518.7,1986.0,22.4,33.0
7517.91,3.83,3.78,518.6,1982.0,22.4,33.1
7519.92,3.83,3.78,518.7,1986.0,22.4,33.1
7521.93,3.83,3.78,519.1,1986.0,22.4,33.1
7523.94,3.82,3.77,518.5,1982.0,22.4,33.1
7525.95,3.83,3.78,519.2,1986.0,22.4,33.1
7527.96,3.83,3.78,519.5,1986.0,22.4,33.1
7529.97,3.82,3.77,518.7,1986.0,22.4,33.1
7531.98,3.83,3.78,518.6,1986.0,22.4,33.1
7533.99,3.83,3.78,519.1,1986.0,22.4,33.1
7536.0,3.82,3.77,519.1,1990.0,22.4,33.1
7538.01,3.83,3.78,518.6,1982.0,22.4,33.0
7540.02,3.83,3.78,519.1,1986.0,22.4,33.1
7542.03,3.83,3.78,519.1,1986.0,22.5,33.0
7544.04,3.82,3.77,518.7,1982.0,22.4,33.0
7546.04,3.82,3.77,518.8,1986.0,22.4,33.1
7548.05,3.82,3.77,518.8,1986.0,22.4,33.0
7550.06,3.83,3.78,518.8,1986.0,22.5,33.0
7552.07,3.82,3.77,519.0,1986.0,22.4,33.1
7554.08,3.83,3.78,518.8,1986.0,22.5,33.0
7556.09,3.83,3.78,519.0,1986.0,22.5,33.1
7558.1,3.83,3.78,518.6,1986.0,22.5,33.0
7560.11,3.83,3.78,518.9,1986.0,22.4,33.1
7562.12,3.83,3.78,519.0,1986.0,22.4,33.0
7564.13,3.83,3.78,518.4,1986.0,22.4,33.0
7566.14,3.83,3.78,519.0,1986.0,22.5,33.1
7568.15,3.83,3.78,518.8,1986.0,22.4,33.1
7570.16,3.83,3.78,518.4,1986.0,22.5,33.0
7572.17,3.83,3.78,519.0,1986.0,22.4,32.9
7574.18,3.83,3.78,519.0,1986.0,22.5,33.1
7576.19,3.83,3.78,518.9,1986.0,22.4,32.9
7578.2,3.82,3.77,518.9,1986.0,22.5,33.0
7580.21,3.82,3.77,519.0,1986.0,22.4,33.0
7582.22,3.83,3.78,518.8,1986.0,22.5,33.1
7584.23,3.82,3.77,518.8,1986.0,22.5,33.0
7586.24,3.83,3.78,518.5,1986.0,22.4,33.1
7588.25,3.83,3.78,519.1,1986.0,22.4,33.0
7590.25,3.83,3.78,519.1,1986.0,22.4,33.1
7592.26,3.83,3.78,518.3,1986.0,22.4,33.1
7594.27,3.83,3.78,519.0,1986.0,22.5,33.1
7596.28,3.83,3.78,518.8,1986.0,22.4,33.1
7598.3,3.83,3.78,518.6,1986.0,22.4,33.0
7600.31,3.83,3.78,519.1,1986.0,22.4,33.1
7602.32,3.83,3.78,519.0,1990.0,22.5,33.0
7604.33,3.83,3.78,519.0,1986.0,22.4,33.1
7606.34,3.83,3.78,519.1,1986.0,22.4,33.0
7608.35,3.83,3.78,519.2,1986.0,22.4,33.1
7610.35,3.83,3.78,518.5,1986.0,22.5,33.0
7612.36,3.83,3.78,518.8,1986.0,22.4,33.1
7614.37,3.82,3.77,518.9,1986.0,22.5,33.1
7616.38,3.83,3.78,518.9,1986.0,22.4,33.1
7618.39,3.83,3.78,518.8,1986.0,22.4,33.1
7620.4,3.83,3.78,518.5,1986.0,22.5,33.1
7622.41,3.83,3.78,519.0,1986.0,22.4,33.0
7624.42,3.83,3.78,518.9,1990.0,22.5,33.1
7626.43,3.83,3.78,518.8,1986.0,22.4,33.0
7628.44,3.83,3.78,518.8,1986.0,22.4,33.0
7630.45,3.83,3.78,518.9,1986.0,22.5,33.1
7632.46,3.83,3.78,518.9,1990.0,22.4,33.0
7634.47,3.82,3.77,518.9,1986.0,22.4,33.0
7636.48,3.83,3.78,518.9,1986.0,22.5,33.1
7638.49,3.83,3.78,519.0,1986.0,22.4,33.0
7640.5,3.83,3.78,519.1,1986.0,22.5,33.0
7642.51,3.83,3.78,519.1,1986.0,22.5,33.2
7644.52,3.83,3.78,518.7,1990.0,22.4,33.0
7646.52,3.83,3.78,519.1,1986.0,22.4,33.1
7648.53,3.83,3.78,519.0,1986.0,22.5,33.1
7650.54,3.83,3.78,518.9,1986.0,22.5,33.0
7652.55,3.83,3.78,518.6,1986.0,22.5,33.1
7654.56,3.83,3.78,518.6,1986.0,22.5,33.0
7656.57,3.83,3.78,518.6,1990.0,22.4,32.9
7658.58,3.83,3.78,518.8,1986.0,22.4,33.0
7660.6,3.83,3.78,519.0,1986.0,22.5,33.1
7662.6,3.83,3.78,518.5,1986.0,22.4,33.1
7664.61,3.83,3.78,519.0,1986.0,22.5,33.2
7666.62,3.83,3.78,518.9,1990.0,22.5,33.1
7668.63,3.83,3.78,519.1,1990.0,22.4,33.1
7670.64,3.83,3.78,518.9,1986.0,22.4,33.1
7672.65,3.83,3.78,518.8,1986.0,22.4,33.1
7674.66,3.83,3.78,518.9,1986.0,22.5,33.1
7676.67,3.83,3.78,519.1,1986.0,22.5,33.0
7678.68,3.83,3.78,519.2,1986.0,22.4,33.1
7680.69,3.83,3.78,519.0,1986.0,22.5,33.1
7682.7,3.82,3.77,518.6,1986.0,22.5,33.0
7684.71,3.83,3.78,518.8,1986.0,22.5,33.1
7686.72,3.83,3.78,518.9,1990.0,22.5,33.0
7688.73,3.83,3.78,518.5,1986.0,22.5,33.0
7690.74,3.83,3.78,519.2,1990.0,22.5,33.0
7692.75,3.83,3.78,518.5,1990.0,22.4,33.2
7694.75,3.83,3.78,519.0,1986.0,22.4,33.0
7696.76,3.83,3.78,519.1,1990.0,22.5,33.0
7698.77,3.83,3.78,518.9,1986.0,22.5,33.0
7700.78,3.83,3.78,519.0,1986.0,22.4,33.1
7702.79,3.83,3.78,519.0,1986.0,22.4,32.9
7704.8,3.83,3.78,519.1,1986.0,22.5,33.0
7706.81,3.83,3.78,518.6,1986.0,22.5,33.0
7708.82,3.83,3.78,518.6,1986.0,22.5,33.0
7710.83,3.83,3.78,518.9,1990.0,22.5,32.8
7712.84,3.83,3.78,519.1,1990.0,22.5,33.0
7714.85,3.83,3.78,519.0,1990.0,22.5,33.0
7716.86,3.83,3.78,518.8,1990.0,22.5,33.1
7718.87,3.83,3.78,519.3,1990.0,22.5,33.0
7720.88,3.83,3.78,519.0,1986.0,22.5,33.0
7722.89,3.83,3.78,518.8,1986.0,22.5,33.0
7724.9,3.83,3.78,518.5,1986.0,22.5,33.0
7726.91,3.83,3.78,519.0,1990.0,22.4,33.1
7728.92,3.83,3.78,518.8,1990.0,22.5,33.0
7730.93,3.83,3.78,518.9,1990.0,22.5,33.0
7732.94,3.83,3.78,518.8,1986.0,22.4,33.0
7734.95,3.83,3.78,519.1,1990.0,22.5,32.9
7736.96,3.83,3.78,519.1,1986.0,22.5,33.0
7738.97,3.83,3.78,518.8,1990.0,22.5,33.0
7740.97,3.83,3.78,518.8,1990.0,22.4,33.1
7742.98,3.83,3.78,518.7,1990.0,22.5,33.0
7744.99,3.83,3.78,519.0,1990.0,22.5,33.0
7747.0,3.83,3.78,519.2,1990.0,22.5,33.0
7749.01,3.83,3.78,518.8,1990.0,22.5,33.0
7751.02,3.83,3.78,518.8,1990.0,22.4,33.1
7753.03,3.83,3.78,518.9,1990.0,22.5,33.0
7755.04,3.84,3.78,518.8,1990.0,22.5,33.0
7757.05,3.83,3.78,518.8,1990.0,22.5,33.1
7759.06,3.83,3.78,519.1,1990.0,22.5,33.0
7761.07,3.83,3.78,518.9,1990.0,22.5,33.1
7763.08,3.83,3.78,518.9,1990.0,22.4,33.0
7765.09,3.83,3.78,518.8,1990.0,22.5,33.1
7767.1,3.83,3.78,519.2,1990.0,22.5,33.0
7769.11,3.84,3.78,519.0,1990.0,22.5,33.0
7771.12,3.83,3.78,519.4,1990.0,22.5,33.1
7773.12,3.83,3.78,519.0,1990.0,22.5,32.9
7775.13,3.83,3.78,519.5,1992.0,22.5,33.1
7777.14,3.83,3.78,519.3,1990.0,22.5,32.9
7779.15,3.83,3.78,518.5,1986.0,22.5,33.0
7781.16,3.83,3.78,519.3,1992.0,22.5,33.0
7783.17,3.83,3.78,518.4,1986.0,22.5,33.0
7785.18,3.83,3.78,518.8,1990.0,22.5,33.0
7787.19,3.83,3.78,518.5,1986.0,22.5,32.9
7789.2,3.83,3.78,519.0,1990.0,22.5,33.0
7791.21,3.84,3.78,519.0,1990.0,22.5,33.0
7793.22,3.84,3.78,519.0,1990.0,22.4,32.8
7795.23,3.83,3.78,518.8,1990.0,22.4,33.0
7797.25,3.83,3.78,518.5,1990.0,22.5,32.9
7799.26,3.83,3.78,519.0,1990.0,22.5,33.0
7801.27,3.83,3.78,519.1,1992.0,22.5,33.0
7803.27,3.83,3.78,518.7,1990.0,22.5,33.0
7805.28,3.83,3.78,519.0,1990.0,22.5,33.1
7807.29,3.84,3.78,518.8,1990.0,22.5,33.0
7809.3,3.83,3.78,518.5,1990.0,22.5,33.0
7811.31,3.83,3.78,519.1,1992.0,22.5,33.0
7813.32,3.83,3.78,518.3,1990.0,22.5,33.1
7815.33,3.83,3.78,519.2,1990.0,22.5,32.9
7817.34,3.83,3.78,518.6,1990.0,22.5,33.1
7819.35,3.83,3.78,518.7,1990.0,22.5,33.0
7821.36,3.83,3.78,518.9,1990.0,22.5,33.0
7823.37,3.83,3.78,518.7,1990.0,22.5,33.0
7825.38,3.83,3.78,519.0,1990.0,22.5,33.0
7827.39,3.83,3.78,518.9,1990.0,22.4,33.1
7829.4,3.83,3.78,518.9,1990.0,22.5,33.0
7831.41,3.83,3.78,518.7,1990.0,22.5,33.0
7833.42,3.83,3.78,518.9,1990.0,22.5,33.1
7835.43,3.83,3.78,518.6,1986.0,22.5,32.9
7837.44,3.83,3.78,519.1,1990.0,22.5,33.0
7839.45,3.83,3.78,519.3,1990.0,22.5,32.9
7841.45,3.83,3.78,518.9,1990.0,22.5,33.0
7843.46,3.83,3.78,518.8,1990.0,22.5,32.9
7845.47,3.83,3.78,519.3,1992.0,22.5,33.1
7847.48,3.84,3.78,519.0,1990.0,22.5,33.1
7849.5,3.84,3.78,519.1,1992.0,22.5,33.0
7851.5,3.84,3.78,518.9,1990.0,22.5,33.0
7853.52,3.84,3.78,518.9,1990.0,22.5,33.1
7855.52,3.83,3.78,519.3,1990.0,22.5,33.0
7857.53,3.83,3.78,519.0,1992.0,22.5,33.0
7859.54,3.83,3.78,519.4,1992.0,22.5,33.0
7861.55,3.83,3.78,518.6,1990.0,22.5,33.1
7863.56,3.83,3.78,518.5,1986.0,22.5,33.0
7865.57,3.84,3.78,519.0,1990.0,22.5,33.0
7867.58,3.83,3.78,518.6,1990.0,22.5,33.0
7869.59,3.83,3.78,519.1,1990.0,22.4,33.1
7871.6,3.83,3.78,519.1,1990.0,22.5,33.0
7873.61,3.83,3.78,519.2,1992.0,22.5,33.0
7875.62,3.84,3.78,518.8,1990.0,22.5,33.0
7877.62,3.84,3.78,518.7,1990.0,22.5,32.9
7879.63,3.84,3.78,518.8,1990.0,22.5,33.1
7881.65,3.83,3.78,519.0,1992.0,22.5,33.0
7883.66,3.83,3.78,518.5,1986.0,22.4,33.0
7885.67,3.84,3.78,519.3,1992.0,22.5,32.9
7887.68,3.84,3.78,519.1,1992.0,22.5,33.1
7889.68,3.83,3.78,518.6,1990.0,22.5,33.0
7891.69,3.84,3.78,518.9,1990.0,22.5,33.0
7893.7,3.84,3.78,518.5,1990.0,22.5,33.0
7895.71,3.83,3.78,518.6,1986.0,22.4,33.1
7897.72,3.84,3.78,518.9,1990.0,22.5,33.0
7899.73,3.83,3.78,519.2,1992.0,22.5,33.0
7901.74,3.84,3.79,519.1,1990.0,22.5,33.1
7903.75,3.84,3.78,518.6,1986.0,22.5,33.0
7905.76,3.83,3.78,519.0,1992.0,22.5,33.0
7907.77,3.84,3.78,518.5,1992.0,22.5,33.0
7909.78,3.84,3.78,518.8,1990.0,22.5,33.0
7911.79,3.83,3.78,518.6,1992.0,22.5,33.0
7913.8,3.84,3.78,519.3,1990.0,22.5,33.0
7915.81,3.84,3.79,518.9,1992.0,22.5,33.0
7917.82,3.84,3.78,519.4,1990.0,22.5,33.0
7919.83,3.84,3.78,519.0,1990.0,22.4,33.1
7921.84,3.84,3.78,518.8,1992.0,22.4,33.1
7923.85,3.84,3.78,518.6,1990.0,22.4,33.1
7925.86,3.84,3.78,519.0,1992.0,22.5,33.0
